study_accession	sample_accession	field	ena_value	filled_value	source
PRJEB20809	SAMEA104076931	host		human	whole_field
PRJEB20809	SAMEA104076932	host		human	whole_field
PRJEB20809	SAMEA104076933	host		human	whole_field
PRJEB20809	SAMEA104076934	host		human	whole_field
PRJEB20809	SAMEA104076935	host		human	whole_field
PRJEB20809	SAMEA104076936	host		human	whole_field
PRJEB20809	SAMEA104076937	host		human	whole_field
PRJEB20809	SAMEA104076938	host		human	whole_field
PRJEB20809	SAMEA104076939	host		human	whole_field
PRJEB20809	SAMEA104076940	host		human	whole_field
PRJEB20809	SAMEA104076941	host		human	whole_field
PRJEB20809	SAMEA104076942	host		human	whole_field
PRJEB20809	SAMEA104076943	host		human	whole_field
PRJEB20809	SAMEA104076944	host		human	whole_field
PRJEB20809	SAMEA104076945	host		human	whole_field
PRJEB20809	SAMEA104076946	host		human	whole_field
PRJEB20809	SAMEA104076947	host		human	whole_field
PRJEB20809	SAMEA104076948	host		human	whole_field
PRJEB20809	SAMEA104076949	host		human	whole_field
PRJEB20809	SAMEA104076950	host		human	whole_field
PRJEB20809	SAMEA104076951	host		human	whole_field
PRJEB20809	SAMEA104076952	host		human	whole_field
PRJEB20809	SAMEA104076953	host		human	whole_field
PRJEB20809	SAMEA104076954	host		human	whole_field
PRJEB20809	SAMEA104076955	host		human	whole_field
PRJEB20809	SAMEA104076956	host		human	whole_field
PRJEB20809	SAMEA104076957	host		human	whole_field
PRJEB20809	SAMEA104076958	host		human	whole_field
PRJEB20809	SAMEA104076959	host		human	whole_field
PRJEB20809	SAMEA104076960	host		human	whole_field
PRJEB20809	SAMEA104076961	host		human	whole_field
PRJEB20809	SAMEA104076962	host		human	whole_field
PRJEB20809	SAMEA104076963	host		human	whole_field
PRJEB20809	SAMEA104076964	host		human	whole_field
PRJEB20809	SAMEA104076965	host		human	whole_field
PRJEB20809	SAMEA104076966	host		human	whole_field
PRJEB20809	SAMEA104076967	host		human	whole_field
PRJEB20809	SAMEA104076968	host		human	whole_field
PRJEB20809	SAMEA104076969	host		human	whole_field
PRJEB20809	SAMEA104076970	host		human	whole_field
PRJEB20809	SAMEA104076971	host		human	whole_field
PRJEB20809	SAMEA104076972	host		human	whole_field
PRJEB20809	SAMEA104076973	host		human	whole_field
PRJEB20809	SAMEA104076974	host		human	whole_field
PRJEB20809	SAMEA104076975	host		human	whole_field
PRJEB20809	SAMEA104076976	host		human	whole_field
PRJEB20809	SAMEA104076977	host		human	whole_field
PRJEB20809	SAMEA104076978	host		human	whole_field
PRJEB20809	SAMEA104076979	host		human	whole_field
PRJEB20809	SAMEA104076980	host		human	whole_field
PRJEB20809	SAMEA104076981	host		human	whole_field
PRJEB20809	SAMEA104077216	host		human	whole_field
PRJEB20809	SAMEA104077217	host		human	whole_field
PRJEB20809	SAMEA104077218	host		human	whole_field
PRJEB8666	SAMEA3276379	host		human	whole_field
PRJEB8666	SAMEA3276384	host		human	whole_field
PRJEB8666	SAMEA3276392	host		human	whole_field
PRJEB8666	SAMEA3276394	host		human	whole_field
PRJEB8666	SAMEA3276405	host		human	whole_field
PRJEB8666	SAMEA3276407	host		human	whole_field
PRJEB8666	SAMEA3276414	host		human	whole_field
PRJEB8666	SAMEA3276438	host		human	whole_field
PRJEB8666	SAMEA3276442	host		human	whole_field
PRJEB8666	SAMEA3276476	host		human	whole_field
PRJEB8666	SAMEA3276483	host		human	whole_field
PRJEB8666	SAMEA3276485	host		human	whole_field
PRJEB8666	SAMEA3276532	host		human	whole_field
PRJEB8666	SAMEA3276544	host		human	whole_field
PRJEB12888	SAMEA3918247	host		human	whole_field
PRJEB12888	SAMEA3918269	host		human	whole_field
PRJEB12888	SAMEA3918271	host		human	whole_field
PRJEB12888	SAMEA3918282	host		human	whole_field
PRJEB12888	SAMEA3918283	host		human	whole_field
PRJEB12888	SAMEA3918284	host		human	whole_field
PRJEB12888	SAMEA3918286	host		human	whole_field
PRJEB12888	SAMEA3918287	host		human	whole_field
PRJEB12888	SAMEA3918289	host		human	whole_field
PRJEB12888	SAMEA3918291	host		human	whole_field
PRJEB12888	SAMEA3918294	host		human	whole_field
PRJEB12888	SAMEA3918296	host		human	whole_field
PRJEB12888	SAMEA3918297	host		human	whole_field
PRJEB12888	SAMEA3918299	host		human	whole_field
PRJEB12888	SAMEA3918300	host		human	whole_field
PRJEB12888	SAMEA3918301	host		human	whole_field
PRJEB12888	SAMEA3918304	host		human	whole_field
PRJEB12888	SAMEA3918305	host		human	whole_field
PRJEB12888	SAMEA3918306	host		human	whole_field
PRJEB12888	SAMEA3918308	host		human	whole_field
PRJEB12888	SAMEA3918309	host		human	whole_field
PRJEB12888	SAMEA3918310	host		human	whole_field
PRJEB12888	SAMEA3918311	host		human	whole_field
PRJEB12888	SAMEA3918312	host		human	whole_field
PRJEB12888	SAMEA3918313	host		human	whole_field
PRJEB12888	SAMEA3918316	host		human	whole_field
PRJEB12888	SAMEA3918321	host		human	whole_field
PRJEB12888	SAMEA3918322	host		human	whole_field
PRJEB12888	SAMEA3918323	host		human	whole_field
PRJEB12888	SAMEA3918324	host		human	whole_field
PRJEB12888	SAMEA3918325	host		human	whole_field
PRJEB12888	SAMEA3918327	host		human	whole_field
PRJEB12888	SAMEA3918328	host		human	whole_field
PRJEB12888	SAMEA3918329	host		human	whole_field
PRJEB12888	SAMEA3918330	host		human	whole_field
PRJEB12888	SAMEA3918331	host		human	whole_field
PRJEB12888	SAMEA3918332	host		human	whole_field
PRJEB12888	SAMEA3918333	host		human	whole_field
PRJEB12888	SAMEA3918334	host		human	whole_field
PRJEB12888	SAMEA3918335	host		human	whole_field
PRJEB12888	SAMEA3918336	host		human	whole_field
PRJEB12888	SAMEA3918338	host		human	whole_field
PRJEB12888	SAMEA3918340	host		human	whole_field
PRJEB12888	SAMEA3918344	host		human	whole_field
PRJEB12888	SAMEA3918345	host		human	whole_field
PRJEB12888	SAMEA3918346	host		human	whole_field
PRJEB12888	SAMEA3918347	host		human	whole_field
PRJEB12888	SAMEA3918352	host		human	whole_field
PRJEB12888	SAMEA3918354	host		human	whole_field
PRJEB12888	SAMEA3918355	host		human	whole_field
PRJEB12888	SAMEA3918356	host		human	whole_field
PRJEB12888	SAMEA3918359	host		human	whole_field
PRJEB12888	SAMEA3918361	host		human	whole_field
PRJEB12888	SAMEA3918362	host		human	whole_field
PRJEB12888	SAMEA3918367	host		human	whole_field
PRJEB12888	SAMEA3918370	host		human	whole_field
PRJEB12888	SAMEA3918371	host		human	whole_field
PRJEB12888	SAMEA3918372	host		human	whole_field
PRJEB12888	SAMEA3918373	host		human	whole_field
PRJEB12888	SAMEA3918374	host		human	whole_field
PRJEB12888	SAMEA3918378	host		human	whole_field
PRJEB12888	SAMEA3918381	host		human	whole_field
PRJEB12888	SAMEA3918382	host		human	whole_field
PRJEB12888	SAMEA3918383	host		human	whole_field
PRJEB12888	SAMEA3918384	host		human	whole_field
PRJEB12888	SAMEA3918387	host		human	whole_field
PRJEB12888	SAMEA3918388	host		human	whole_field
PRJEB12888	SAMEA3918390	host		human	whole_field
PRJEB12888	SAMEA3918392	host		human	whole_field
PRJEB12888	SAMEA3918394	host		human	whole_field
PRJEB12888	SAMEA3918395	host		human	whole_field
PRJEB12888	SAMEA3918396	host		human	whole_field
PRJEB12888	SAMEA3918397	host		human	whole_field
PRJEB12888	SAMEA3918398	host		human	whole_field
PRJEB12888	SAMEA3918399	host		human	whole_field
PRJEB12888	SAMEA3918400	host		human	whole_field
PRJEB12888	SAMEA3918401	host		human	whole_field
PRJEB12888	SAMEA3918402	host		human	whole_field
PRJEB12888	SAMEA3918403	host		human	whole_field
PRJEB12888	SAMEA3918405	host		human	whole_field
PRJEB12888	SAMEA3918407	host		human	whole_field
PRJEB12888	SAMEA3918408	host		human	whole_field
PRJEB12888	SAMEA3918409	host		human	whole_field
PRJEB12888	SAMEA3918411	host		human	whole_field
PRJEB12888	SAMEA3918412	host		human	whole_field
PRJEB12888	SAMEA3918413	host		human	whole_field
PRJEB12888	SAMEA3918414	host		human	whole_field
PRJEB12888	SAMEA3918415	host		human	whole_field
PRJEB12888	SAMEA3918418	host		human	whole_field
PRJEB12888	SAMEA3918419	host		human	whole_field
PRJEB12888	SAMEA3918420	host		human	whole_field
PRJEB12888	SAMEA3918421	host		human	whole_field
PRJEB12888	SAMEA3918422	host		human	whole_field
PRJEB12888	SAMEA3918423	host		human	whole_field
PRJEB12888	SAMEA3918424	host		human	whole_field
PRJEB12888	SAMEA3918425	host		human	whole_field
PRJEB12888	SAMEA3918426	host		human	whole_field
PRJEB12888	SAMEA3918428	host		human	whole_field
PRJEB12888	SAMEA3918429	host		human	whole_field
PRJEB12888	SAMEA3918430	host		human	whole_field
PRJEB12888	SAMEA3918431	host		human	whole_field
PRJEB12888	SAMEA3918432	host		human	whole_field
PRJEB12888	SAMEA3918433	host		human	whole_field
PRJEB12888	SAMEA3918434	host		human	whole_field
PRJEB12888	SAMEA3918435	host		human	whole_field
PRJEB12888	SAMEA3918436	host		human	whole_field
PRJEB12888	SAMEA3918437	host		human	whole_field
PRJEB12888	SAMEA3918438	host		human	whole_field
PRJEB12888	SAMEA3918440	host		human	whole_field
PRJEB12888	SAMEA3918441	host		human	whole_field
PRJEB12888	SAMEA3918442	host		human	whole_field
PRJEB12888	SAMEA3918443	host		human	whole_field
PRJEB12888	SAMEA3918444	host		human	whole_field
PRJEB12888	SAMEA3918445	host		human	whole_field
PRJEB12888	SAMEA3918446	host		human	whole_field
PRJEB12888	SAMEA3918447	host		human	whole_field
PRJEB12888	SAMEA3918448	host		human	whole_field
PRJEB12888	SAMEA3918449	host		human	whole_field
PRJEB12888	SAMEA3918450	host		human	whole_field
PRJEB12888	SAMEA3918451	host		human	whole_field
PRJEB12888	SAMEA3918453	host		human	whole_field
PRJEB12888	SAMEA3918454	host		human	whole_field
PRJEB12888	SAMEA3918455	host		human	whole_field
PRJEB12888	SAMEA3918457	host		human	whole_field
PRJEB12888	SAMEA3918458	host		human	whole_field
PRJEB12888	SAMEA3918459	host		human	whole_field
PRJEB12888	SAMEA3918460	host		human	whole_field
PRJEB12888	SAMEA3918461	host		human	whole_field
PRJEB12888	SAMEA3918462	host		human	whole_field
PRJEB12888	SAMEA3918463	host		human	whole_field
PRJEB12888	SAMEA3918465	host		human	whole_field
PRJEB12888	SAMEA3918466	host		human	whole_field
PRJEB12888	SAMEA3918467	host		human	whole_field
PRJEB12888	SAMEA3918468	host		human	whole_field
PRJEB12888	SAMEA3918469	host		human	whole_field
PRJEB12888	SAMEA3918470	host		human	whole_field
PRJEB12888	SAMEA3918472	host		human	whole_field
PRJEB12888	SAMEA3918473	host		human	whole_field
PRJEB12888	SAMEA3918474	host		human	whole_field
PRJEB12888	SAMEA3918475	host		human	whole_field
PRJEB12888	SAMEA3918477	host		human	whole_field
PRJEB12888	SAMEA3918479	host		human	whole_field
PRJEB12888	SAMEA3918482	host		human	whole_field
PRJEB12888	SAMEA3918483	host		human	whole_field
PRJEB12888	SAMEA3918485	host		human	whole_field
PRJEB12888	SAMEA3918489	host		human	whole_field
PRJEB12888	SAMEA3918491	host		human	whole_field
PRJEB12888	SAMEA3918492	host		human	whole_field
PRJEB12888	SAMEA3918493	host		human	whole_field
PRJEB12888	SAMEA3918494	host		human	whole_field
PRJEB12888	SAMEA3918495	host		human	whole_field
PRJEB12888	SAMEA3918496	host		human	whole_field
PRJEB12888	SAMEA3918497	host		human	whole_field
PRJEB12888	SAMEA3918499	host		human	whole_field
PRJEB12888	SAMEA3918500	host		human	whole_field
PRJEB12888	SAMEA3918501	host		human	whole_field
PRJEB12888	SAMEA3918502	host		human	whole_field
PRJEB12888	SAMEA3918503	host		human	whole_field
PRJEB12888	SAMEA3918504	host		human	whole_field
PRJEB12888	SAMEA3918508	host		human	whole_field
PRJEB12888	SAMEA3918509	host		human	whole_field
PRJEB12888	SAMEA3918513	host		human	whole_field
PRJEB12888	SAMEA3918516	host		human	whole_field
PRJEB12888	SAMEA3918517	host		human	whole_field
PRJEB12888	SAMEA3918518	host		human	whole_field
PRJEB12888	SAMEA3918519	host		human	whole_field
PRJEB12888	SAMEA3918520	host		human	whole_field
PRJEB12888	SAMEA3918521	host		human	whole_field
PRJEB12888	SAMEA3918524	host		human	whole_field
PRJEB12888	SAMEA3918525	host		human	whole_field
PRJEB12888	SAMEA3918526	host		human	whole_field
PRJEB12888	SAMEA3918527	host		human	whole_field
PRJEB12888	SAMEA3918528	host		human	whole_field
PRJEB12888	SAMEA3918529	host		human	whole_field
PRJEB12888	SAMEA3918531	host		human	whole_field
PRJEB12888	SAMEA3918537	host		human	whole_field
PRJEB12888	SAMEA3918540	host		human	whole_field
PRJEB12888	SAMEA3918541	host		human	whole_field
PRJEB12888	SAMEA3918543	host		human	whole_field
PRJEB12888	SAMEA3918545	host		human	whole_field
PRJEB12888	SAMEA3918546	host		human	whole_field
PRJEB12888	SAMEA3918548	host		human	whole_field
PRJEB12888	SAMEA3918550	host		human	whole_field
PRJEB12888	SAMEA3918551	host		human	whole_field
PRJEB12888	SAMEA3918554	host		human	whole_field
PRJEB12888	SAMEA3918556	host		human	whole_field
PRJEB12888	SAMEA3918557	host		human	whole_field
PRJEB12888	SAMEA3918558	host		human	whole_field
PRJEB12888	SAMEA3918561	host		human	whole_field
PRJEB12888	SAMEA3918562	host		human	whole_field
PRJEB12888	SAMEA3918563	host		human	whole_field
PRJEB12888	SAMEA3918567	host		human	whole_field
PRJEB12888	SAMEA3918568	host		human	whole_field
PRJEB12888	SAMEA3918570	host		human	whole_field
PRJEB12888	SAMEA3918571	host		human	whole_field
PRJEB12888	SAMEA3918572	host		human	whole_field
PRJEB12888	SAMEA3918573	host		human	whole_field
PRJEB12888	SAMEA3918574	host		human	whole_field
PRJEB12888	SAMEA3918577	host		human	whole_field
PRJEB12888	SAMEA3918579	host		human	whole_field
PRJEB12888	SAMEA3918580	host		human	whole_field
PRJEB12888	SAMEA3918583	host		human	whole_field
PRJEB12888	SAMEA3918585	host		human	whole_field
PRJEB12888	SAMEA3918587	host		human	whole_field
PRJEB12888	SAMEA3918590	host		human	whole_field
PRJEB12888	SAMEA3918591	host		human	whole_field
PRJEB12888	SAMEA3918592	host		human	whole_field
PRJEB12888	SAMEA3918593	host		human	whole_field
PRJEB12888	SAMEA3918595	host		human	whole_field
PRJEB12888	SAMEA3918596	host		human	whole_field
PRJEB12888	SAMEA3918597	host		human	whole_field
PRJEB12888	SAMEA3918603	host		human	whole_field
PRJEB12888	SAMEA3918604	host		human	whole_field
PRJEB12888	SAMEA3918605	host		human	whole_field
PRJEB12888	SAMEA3918606	host		human	whole_field
PRJEB12888	SAMEA3918607	host		human	whole_field
PRJEB12888	SAMEA3918608	host		human	whole_field
PRJEB12888	SAMEA3918614	host		human	whole_field
PRJEB12888	SAMEA3918617	host		human	whole_field
PRJEB12888	SAMEA3918619	host		human	whole_field
PRJEB12888	SAMEA3918621	host		human	whole_field
PRJEB12888	SAMEA3918623	host		human	whole_field
PRJEB12888	SAMEA3918625	host		human	whole_field
PRJEB12888	SAMEA3918626	host		human	whole_field
PRJEB12888	SAMEA3918627	host		human	whole_field
PRJEB12888	SAMEA3918629	host		human	whole_field
PRJEB12888	SAMEA3918630	host		human	whole_field
PRJEB12888	SAMEA3918631	host		human	whole_field
PRJEB12888	SAMEA3918632	host		human	whole_field
PRJEB12888	SAMEA3918633	host		human	whole_field
PRJEB12888	SAMEA3918634	host		human	whole_field
PRJEB12888	SAMEA3918635	host		human	whole_field
PRJEB12888	SAMEA3918636	host		human	whole_field
PRJEB12888	SAMEA3918637	host		human	whole_field
PRJEB12888	SAMEA3918638	host		human	whole_field
PRJEB12888	SAMEA3918639	host		human	whole_field
PRJEB12888	SAMEA3918642	host		human	whole_field
PRJEB12888	SAMEA3918647	host		human	whole_field
PRJEB12888	SAMEA3918648	host		human	whole_field
PRJEB12888	SAMEA3918649	host		human	whole_field
PRJEB12888	SAMEA3918650	host		human	whole_field
PRJEB12888	SAMEA3918651	host		human	whole_field
PRJEB12888	SAMEA3918653	host		human	whole_field
PRJEB12888	SAMEA3918654	host		human	whole_field
PRJEB12888	SAMEA3918655	host		human	whole_field
PRJEB12888	SAMEA3918656	host		human	whole_field
PRJEB12888	SAMEA3918657	host		human	whole_field
PRJEB12888	SAMEA3918659	host		human	whole_field
PRJEB12888	SAMEA3918660	host		human	whole_field
PRJEB12888	SAMEA3918662	host		human	whole_field
PRJEB12888	SAMEA3918664	host		human	whole_field
PRJEB12888	SAMEA3918665	host		human	whole_field
PRJEB12888	SAMEA3918666	host		human	whole_field
PRJEB12888	SAMEA3918667	host		human	whole_field
PRJEB12888	SAMEA3918669	host		human	whole_field
PRJEB12888	SAMEA3918670	host		human	whole_field
PRJEB12888	SAMEA3918673	host		human	whole_field
PRJEB12888	SAMEA3918674	host		human	whole_field
PRJEB12888	SAMEA3918676	host		human	whole_field
PRJEB12888	SAMEA3918678	host		human	whole_field
PRJEB12888	SAMEA3918681	host		human	whole_field
PRJEB12888	SAMEA3918682	host		human	whole_field
PRJEB12888	SAMEA3918683	host		human	whole_field
PRJEB12888	SAMEA3918684	host		human	whole_field
PRJEB12888	SAMEA3918686	host		human	whole_field
PRJEB12888	SAMEA3918687	host		human	whole_field
PRJEB12888	SAMEA3918688	host		human	whole_field
PRJEB12888	SAMEA3918689	host		human	whole_field
PRJEB12888	SAMEA3918691	host		human	whole_field
PRJEB12888	SAMEA3918692	host		human	whole_field
PRJEB12888	SAMEA3918693	host		human	whole_field
PRJEB12888	SAMEA3918694	host		human	whole_field
PRJEB12888	SAMEA3918695	host		human	whole_field
PRJEB12888	SAMEA3918696	host		human	whole_field
PRJEB12888	SAMEA3918697	host		human	whole_field
PRJEB12888	SAMEA3918698	host		human	whole_field
PRJEB12888	SAMEA3918699	host		human	whole_field
PRJEB12888	SAMEA3918700	host		human	whole_field
PRJEB12888	SAMEA3918701	host		human	whole_field
PRJEB12888	SAMEA3918702	host		human	whole_field
PRJEB12888	SAMEA3918703	host		human	whole_field
PRJEB12888	SAMEA3918704	host		human	whole_field
PRJEB12888	SAMEA3918706	host		human	whole_field
PRJEB12888	SAMEA3918707	host		human	whole_field
PRJEB12888	SAMEA3918708	host		human	whole_field
PRJEB12888	SAMEA3918709	host		human	whole_field
PRJEB12888	SAMEA3918711	host		human	whole_field
PRJEB12888	SAMEA3918712	host		human	whole_field
PRJEB12888	SAMEA3918713	host		human	whole_field
PRJEB12888	SAMEA3918714	host		human	whole_field
PRJEB12888	SAMEA3918715	host		human	whole_field
PRJEB12888	SAMEA3918717	host		human	whole_field
PRJEB12888	SAMEA3918719	host		human	whole_field
PRJEB12888	SAMEA3918720	host		human	whole_field
PRJEB12888	SAMEA3918721	host		human	whole_field
PRJEB12888	SAMEA3918723	host		human	whole_field
PRJEB12888	SAMEA3918724	host		human	whole_field
PRJEB12888	SAMEA3918725	host		human	whole_field
PRJEB12888	SAMEA3918726	host		human	whole_field
PRJEB12888	SAMEA3918728	host		human	whole_field
PRJEB12888	SAMEA3918729	host		human	whole_field
PRJEB12888	SAMEA3918730	host		human	whole_field
PRJEB12888	SAMEA3918731	host		human	whole_field
PRJEB12888	SAMEA3918732	host		human	whole_field
PRJEB12888	SAMEA3918734	host		human	whole_field
PRJEB12888	SAMEA3918735	host		human	whole_field
PRJEB12888	SAMEA3918736	host		human	whole_field
PRJEB12888	SAMEA3918737	host		human	whole_field
PRJEB12888	SAMEA3918738	host		human	whole_field
PRJEB12888	SAMEA3918740	host		human	whole_field
PRJEB12888	SAMEA3993641	host		human	whole_field
PRJEB8666	SAMEA4547754	host		human	whole_field
PRJEB8666	SAMEA4547760	host		human	whole_field
PRJEB8666	SAMEA4547762	host		human	whole_field
PRJEB8666	SAMEA4547763	host		human	whole_field
PRJEB8666	SAMEA4547765	host		human	whole_field
PRJEB8666	SAMEA4547766	host		human	whole_field
PRJEB8666	SAMEA4547767	host		human	whole_field
PRJEB8666	SAMEA4547772	host		human	whole_field
PRJEB8666	SAMEA4547773	host		human	whole_field
PRJEB8666	SAMEA4547774	host		human	whole_field
PRJEB8666	SAMEA4547776	host		human	whole_field
PRJEB8666	SAMEA4547778	host		human	whole_field
PRJEB8666	SAMEA4547780	host		human	whole_field
PRJEB8666	SAMEA4547781	host		human	whole_field
PRJEB8666	SAMEA4547782	host		human	whole_field
PRJEB8666	SAMEA4547785	host		human	whole_field
PRJEB8666	SAMEA4547786	host		human	whole_field
PRJEB8666	SAMEA4547787	host		human	whole_field
PRJEB8666	SAMEA4547788	host		human	whole_field
PRJEB8666	SAMEA4547789	host		human	whole_field
PRJEB8666	SAMEA4547790	host		human	whole_field
PRJEB8666	SAMEA4547791	host		human	whole_field
PRJEB8666	SAMEA4547794	host		human	whole_field
PRJEB8666	SAMEA4547797	host		human	whole_field
PRJEB8666	SAMEA4547798	host		human	whole_field
PRJEB8666	SAMEA4547799	host		human	whole_field
PRJEB8666	SAMEA4547800	host		human	whole_field
PRJEB8666	SAMEA4547801	host		human	whole_field
PRJEB8666	SAMEA4547802	host		human	whole_field
PRJEB8666	SAMEA4547803	host		human	whole_field
PRJEB8666	SAMEA4547804	host		human	whole_field
PRJEB8666	SAMEA4547805	host		human	whole_field
PRJEB8666	SAMEA4547807	host		human	whole_field
PRJEB8666	SAMEA4547808	host		human	whole_field
PRJEB8666	SAMEA4547811	host		human	whole_field
PRJEB8666	SAMEA4547816	host		human	whole_field
PRJEB8666	SAMEA4547818	host		human	whole_field
PRJEB8666	SAMEA4547819	host		human	whole_field
PRJEB8666	SAMEA4547826	host		human	whole_field
PRJEB8666	SAMEA4547827	host		human	whole_field
PRJEB8666	SAMEA4547855	host		human	whole_field
PRJEB8666	SAMEA4547868	host		human	whole_field
PRJEB8666	SAMEA4547869	host		human	whole_field
PRJEB8666	SAMEA4547871	host		human	whole_field
PRJEB8666	SAMEA4547875	host		human	whole_field
PRJEB8666	SAMEA4547885	host		human	whole_field
PRJEB8666	SAMEA4547886	host		human	whole_field
PRJEB8666	SAMEA4547887	host		human	whole_field
PRJEB8666	SAMEA4547890	host		human	whole_field
PRJEB8666	SAMEA4547892	host		human	whole_field
PRJEB8666	SAMEA4547893	host		human	whole_field
PRJEB8666	SAMEA4547895	host		human	whole_field
PRJEB8666	SAMEA4547896	host		human	whole_field
PRJEB8666	SAMEA4547898	host		human	whole_field
PRJEB8666	SAMEA4547899	host		human	whole_field
PRJEB8666	SAMEA4547900	host		human	whole_field
PRJEB8666	SAMEA4547901	host		human	whole_field
PRJEB8666	SAMEA4547902	host		human	whole_field
PRJEB8666	SAMEA4547903	host		human	whole_field
PRJEB8666	SAMEA4547904	host		human	whole_field
PRJEB8666	SAMEA4547906	host		human	whole_field
PRJEB8666	SAMEA4547907	host		human	whole_field
PRJEB8666	SAMEA4547908	host		human	whole_field
PRJEB8666	SAMEA4547909	host		human	whole_field
PRJEB8666	SAMEA4547911	host		human	whole_field
PRJEB8666	SAMEA4547912	host		human	whole_field
PRJEB8666	SAMEA4547913	host		human	whole_field
PRJEB8666	SAMEA4547923	host		human	whole_field
PRJEB8666	SAMEA4547930	host		human	whole_field
PRJEB8666	SAMEA4547933	host		human	whole_field
PRJEB8666	SAMEA4547934	host		human	whole_field
PRJEB8666	SAMEA4547949	host		human	whole_field
PRJEB8666	SAMEA4547958	host		human	whole_field
PRJEB8666	SAMEA4547959	host		human	whole_field
PRJEB8666	SAMEA4547961	host		human	whole_field
PRJEB8666	SAMEA4547966	host		human	whole_field
PRJEB8666	SAMEA4547976	host		human	whole_field
PRJEB8666	SAMEA4547979	host		human	whole_field
PRJEB8666	SAMEA4547982	host		human	whole_field
PRJEB8666	SAMEA4547983	host		human	whole_field
PRJEB8666	SAMEA4547986	host		human	whole_field
PRJEB8666	SAMEA4547987	host		human	whole_field
PRJEB8666	SAMEA4547991	host		human	whole_field
PRJEB8666	SAMEA4547992	host		human	whole_field
PRJEB8666	SAMEA4548005	host		human	whole_field
PRJEB8666	SAMEA4548024	host		human	whole_field
PRJEB8666	SAMEA4548048	host		human	whole_field
PRJEB8666	SAMEA4548049	host		human	whole_field
PRJNA949653	SAMN35038689	host		wastewater	whole_field
PRJNA949653	SAMN41914979	host		wastewater	whole_field
PRJNA949653	SAMN36934871	host		wastewater	whole_field
PRJNA949653	SAMN40296491	host		wastewater	whole_field
PRJNA949653	SAMN41914976	host		wastewater	whole_field
PRJNA949653	SAMN41914960	host		wastewater	whole_field
PRJNA949653	SAMN35360473	host		wastewater	whole_field
PRJNA949653	SAMN39676545	host		wastewater	whole_field
PRJNA949653	SAMN39676531	host		wastewater	whole_field
PRJNA949653	SAMN35645251	host		wastewater	whole_field
PRJNA949653	SAMN41914966	host		wastewater	whole_field
PRJNA949653	SAMN40296492	host		wastewater	whole_field
PRJNA949653	SAMN39676539	host		wastewater	whole_field
PRJNA949653	SAMN41914964	host		wastewater	whole_field
PRJNA949653	SAMN40738664	host		wastewater	whole_field
PRJNA949653	SAMN35038686	host		wastewater	whole_field
PRJNA949653	SAMN40738672	host		wastewater	whole_field
PRJNA949653	SAMN40738678	host		wastewater	whole_field
PRJNA949653	SAMN41934892	host		wastewater	whole_field
PRJNA949653	SAMN41081779	host		wastewater	whole_field
PRJNA949653	SAMN37767289	host		wastewater	whole_field
PRJNA949653	SAMN37767288	host		wastewater	whole_field
PRJNA949653	SAMN41934895	host		wastewater	whole_field
PRJNA949653	SAMN35724174	host		wastewater	whole_field
PRJNA949653	SAMN39196362	host		wastewater	whole_field
PRJNA949653	SAMN39734078	host		wastewater	whole_field
PRJNA949653	SAMN38982201	host		wastewater	whole_field
PRJNA949653	SAMN41081780	host		wastewater	whole_field
PRJNA949653	SAMN41914971	host		wastewater	whole_field
PRJNA949653	SAMN35360478	host		wastewater	whole_field
PRJNA949653	SAMN40296490	host		wastewater	whole_field
PRJNA949653	SAMN37215934	host		wastewater	whole_field
PRJNA949653	SAMN39676529	host		wastewater	whole_field
PRJNA949653	SAMN35645249	host		wastewater	whole_field
PRJNA949653	SAMN40296486	host		wastewater	whole_field
PRJNA949653	SAMN38982203	host		wastewater	whole_field
PRJNA949653	SAMN37408297	host		wastewater	whole_field
PRJNA949653	SAMN38695225	host		wastewater	whole_field
PRJNA949653	SAMN37802717	host		wastewater	whole_field
PRJNA949653	SAMN41914962	host		wastewater	whole_field
PRJNA949653	SAMN40738677	host		wastewater	whole_field
PRJNA949653	SAMN39051783	host		wastewater	whole_field
PRJNA949653	SAMN36977227	host		wastewater	whole_field
PRJNA949653	SAMN39734079	host		wastewater	whole_field
PRJNA949653	SAMN39196363	host		wastewater	whole_field
PRJNA949653	SAMN41914978	host		wastewater	whole_field
PRJNA949653	SAMN37802715	host		wastewater	whole_field
PRJNA949653	SAMN39945343	host		wastewater	whole_field
PRJNA949653	SAMN35360477	host		wastewater	whole_field
PRJNA949653	SAMN37196564	host		wastewater	whole_field
PRJNA949653	SAMN41081775	host		wastewater	whole_field
PRJNA949653	SAMN36977221	host		wastewater	whole_field
PRJNA949653	SAMN39051784	host		wastewater	whole_field
PRJNA949653	SAMN40738669	host		wastewater	whole_field
PRJNA949653	SAMN39196364	host		wastewater	whole_field
PRJNA949653	SAMN38727386	host		wastewater	whole_field
PRJNA949653	SAMN37802716	host		wastewater	whole_field
PRJNA949653	SAMN40738675	host		wastewater	whole_field
PRJNA949653	SAMN40462357	host		wastewater	whole_field
PRJNA949653	SAMN41934893	host		wastewater	whole_field
PRJNA949653	SAMN40296488	host		wastewater	whole_field
PRJNA949653	SAMN40296487	host		wastewater	whole_field
PRJNA949653	SAMN40296493	host		wastewater	whole_field
PRJNA949653	SAMN37802718	host		wastewater	whole_field
PRJNA949653	SAMN35037004	host		wastewater	whole_field
