field	study_accession	n_records	completeness	n_blank	status	n_filled
country	PRJEB14854	31	0.0	31	covered	31
country	PRJEB19808	30	0.0	30	covered	30
country	PRJEB20875	38	0.0	38	covered	38
country	PRJEB21015	47	0.0	47	covered	47
country	PRJEB25080	34	0.029	33	covered	33
country	PRJEB32657	27	0.0	27	covered	27
country	PRJEB34793	49	0.0	49	covered	49
country	PRJEB56212	36	0.0	36	covered	36
country	PRJEB60743	38	0.0	38	covered	38
country	PRJEB8766	44	0.568	19	covered	19
country	PRJNA1000963	40	0.0	40	covered	40
country	PRJNA1071125	27	0.0	27	covered	27
country	PRJNA1092272	42	0.0	42	covered	42
country	PRJNA1092662	46	0.543	21	covered	21
country	PRJNA1114318	34	0.029	33	covered	33
country	PRJNA292904	27	0.0	27	covered	27
country	PRJNA508406	29	0.0	29	covered	29
country	PRJNA739636	34	0.676	11	covered	11
country	PRJNA890192	25	0.0	25	covered	25
country	PRJEB14100	25	0.0	25	residual_per_sample	0
country	PRJEB3255	42	0.0	42	residual_per_sample	0
country	PRJEB36919	41	0.0	41	residual_per_sample	0
country	PRJEB50270	48	0.0	48	residual_per_sample	0
country	PRJEB5132	32	0.0	32	residual_per_sample	0
country	PRJEB60478	41	0.0	41	residual_per_sample	0
country	PRJEB6688	38	0.0	38	residual_per_sample	0
country	PRJEB9147	25	0.0	25	residual_per_sample	0
country	PRJNA292902	26	0.0	26	residual_per_sample	0
country	PRJNA552297	45	0.0	45	residual_per_sample	0
host	PRJDB14712	28	0.0	28	covered	28
host	PRJDB9036	34	0.118	30	covered	30
host	PRJEB19808	30	0.0	30	covered	30
host	PRJEB20875	38	0.0	38	covered	38
host	PRJEB21015	47	0.0	47	covered	47
host	PRJEB21292	33	0.0	33	covered	33
host	PRJEB25080	34	0.0	34	covered	34
host	PRJEB27508	37	0.0	37	covered	37
host	PRJEB3255	42	0.0	42	covered	42
host	PRJEB32863	37	0.0	37	covered	37
host	PRJEB34793	49	0.0	49	covered	49
host	PRJEB35248	28	0.0	28	covered	28
host	PRJEB36171	45	0.0	45	covered	45
host	PRJEB40571	27	0.0	27	covered	27
host	PRJEB41225	45	0.0	45	covered	45
host	PRJEB42370	34	0.0	34	covered	34
host	PRJEB43549	32	0.0	32	covered	32
host	PRJEB43550	30	0.0	30	covered	30
host	PRJEB44852	29	0.724	8	covered	8
host	PRJEB44864	28	0.0	28	covered	28
host	PRJEB47075	26	0.0	26	covered	26
host	PRJEB54568	26	0.0	26	covered	26
host	PRJEB56212	36	0.0	36	covered	36
host	PRJEB59013	42	0.0	42	covered	42
host	PRJEB59858	28	0.0	28	covered	28
host	PRJEB60478	41	0.0	41	covered	41
host	PRJEB60743	38	0.0	38	covered	38
host	PRJEB62836	48	0.0	48	covered	0
host	PRJEB64632	30	0.0	30	covered	30
host	PRJEB64775	25	0.0	25	covered	25
host	PRJEB6688	38	0.0	38	covered	38
host	PRJEB76256	30	0.0	30	covered	0
host	PRJEB76311	49	0.0	49	covered	0
host	PRJEB76496	46	0.0	46	covered	46
host	PRJEB8766	44	0.0	44	covered	20
host	PRJNA1000963	40	0.0	40	covered	40
host	PRJNA1071125	27	0.0	27	covered	27
host	PRJNA1114318	34	0.029	33	covered	33
host	PRJNA261540	41	0.0	41	covered	41
host	PRJNA292902	26	0.0	26	covered	26
host	PRJNA292904	27	0.0	27	covered	27
host	PRJNA497126	35	0.0	35	covered	35
host	PRJNA508406	29	0.0	29	covered	29
host	PRJNA715470	31	0.032	30	covered	30
host	PRJNA741123	31	0.0	31	covered	0
host	PRJNA744405	35	0.0	35	covered	35
host	PRJNA868296	37	0.0	37	covered	37
host	PRJNA925315	29	0.0	29	covered	29
host	PRJDB11603	45	0.0	45	residual_per_sample	0
host	PRJEB14100	25	0.0	25	residual_per_sample	0
host	PRJEB14854	31	0.0	31	residual_per_sample	0
host	PRJEB32657	27	0.0	27	residual_per_sample	0
host	PRJEB36919	41	0.0	41	residual_per_sample	0
host	PRJEB37523	39	0.0	39	residual_per_sample	0
host	PRJEB50270	48	0.0	48	residual_per_sample	0
host	PRJEB5132	32	0.0	32	residual_per_sample	0
host	PRJEB73547	31	0.0	31	residual_per_sample	0
host	PRJEB9147	25	0.0	25	residual_per_sample	0
host	PRJNA1092272	42	0.0	42	residual_per_sample	0
host	PRJNA1092662	46	0.0	46	residual_per_sample	0
host	PRJNA552297	45	0.0	45	residual_per_sample	0
host	PRJNA552385	30	0.0	30	residual_per_sample	0
host	PRJNA631924	33	0.0	33	residual_per_sample	0
host	PRJNA739636	34	0.0	34	residual_per_sample	0
host	PRJNA744889	25	0.08	23	residual_per_sample	0
host	PRJNA922161	46	0.0	46	residual_per_sample	0
host	PRJNA984451	28	0.0	28	residual_per_sample	0
isolation_source	PRJDB11603	45	0.0	45	covered	0
isolation_source	PRJDB6565	44	0.0	44	covered	44
isolation_source	PRJDB9036	34	0.0	34	covered	34
isolation_source	PRJEB21015	47	0.0	47	covered	47
isolation_source	PRJEB25080	34	0.0	34	covered	34
isolation_source	PRJEB3255	42	0.0	42	covered	0
isolation_source	PRJEB34793	49	0.0	49	covered	49
isolation_source	PRJEB64775	25	0.0	25	covered	25
isolation_source	PRJEB67940	36	0.0	36	covered	0
isolation_source	PRJEB76256	30	0.0	30	covered	0
isolation_source	PRJEB8766	44	0.568	19	covered	0
isolation_source	PRJNA1122997	29	0.0	29	covered	0
isolation_source	PRJNA449293	45	0.0	45	covered	0
isolation_source	PRJNA575579	49	0.0	49	covered	0
isolation_source	PRJNA646592	39	0.0	39	covered	39
isolation_source	PRJNA925315	29	0.0	29	covered	29
isolation_source	PRJNA984451	28	0.0	28	covered	28
isolation_source	PRJDB17160	39	0.0	39	residual_per_sample	0
isolation_source	PRJDB5126	45	0.0	45	residual_per_sample	0
isolation_source	PRJDB5317	27	0.0	27	residual_per_sample	0
isolation_source	PRJDB8975	49	0.0	49	residual_per_sample	0
isolation_source	PRJEB14100	25	0.0	25	residual_per_sample	0
isolation_source	PRJEB14854	31	0.0	31	residual_per_sample	0
isolation_source	PRJEB19808	30	0.0	30	residual_per_sample	0
isolation_source	PRJEB20875	38	0.0	38	residual_per_sample	0
isolation_source	PRJEB21292	33	0.0	33	residual_per_sample	0
isolation_source	PRJEB27508	37	0.0	37	residual_per_sample	0
isolation_source	PRJEB32657	27	0.0	27	residual_per_sample	0
isolation_source	PRJEB34532	46	0.0	46	residual_per_sample	0
isolation_source	PRJEB36919	41	0.0	41	residual_per_sample	0
isolation_source	PRJEB44852	29	0.0	29	residual_per_sample	0
isolation_source	PRJEB47075	26	0.5	13	residual_per_sample	0
isolation_source	PRJEB50270	48	0.0	48	residual_per_sample	0
isolation_source	PRJEB5132	32	0.0	32	residual_per_sample	0
isolation_source	PRJEB56212	36	0.0	36	residual_per_sample	0
isolation_source	PRJEB60478	41	0.0	41	residual_per_sample	0
isolation_source	PRJEB60743	38	0.0	38	residual_per_sample	0
isolation_source	PRJEB6688	38	0.0	38	residual_per_sample	0
isolation_source	PRJEB73547	31	0.0	31	residual_per_sample	0
isolation_source	PRJEB9147	25	0.0	25	residual_per_sample	0
isolation_source	PRJNA1000963	40	0.0	40	residual_per_sample	0
isolation_source	PRJNA1071125	27	0.0	27	residual_per_sample	0
isolation_source	PRJNA1092272	42	0.0	42	residual_per_sample	0
isolation_source	PRJNA1092662	46	0.543	21	residual_per_sample	0
isolation_source	PRJNA1114318	34	0.029	33	residual_per_sample	0
isolation_source	PRJNA278293	40	0.0	40	residual_per_sample	0
isolation_source	PRJNA292902	26	0.0	26	residual_per_sample	0
isolation_source	PRJNA292904	27	0.0	27	residual_per_sample	0
isolation_source	PRJNA390933	46	0.0	46	residual_per_sample	0
isolation_source	PRJNA508406	29	0.0	29	residual_per_sample	0
isolation_source	PRJNA527021	36	0.0	36	residual_per_sample	0
isolation_source	PRJNA552297	45	0.0	45	residual_per_sample	0
isolation_source	PRJNA552385	30	0.0	30	residual_per_sample	0
isolation_source	PRJNA563817	31	0.0	31	residual_per_sample	0
isolation_source	PRJNA744003	48	0.0	48	residual_per_sample	0
isolation_source	PRJNA767190	28	0.0	28	residual_per_sample	0
isolation_source	PRJNA768294	36	0.639	13	residual_per_sample	0
isolation_source	PRJNA770840	31	0.0	31	residual_per_sample	0
isolation_source	PRJNA814816	32	0.25	24	residual_per_sample	0
isolation_source	PRJNA842739	34	0.0	34	residual_per_sample	0
isolation_source	PRJNA857525	31	0.0	31	residual_per_sample	0
isolation_source	PRJNA858823	25	0.0	25	residual_per_sample	0
isolation_source	PRJNA868296	37	0.0	37	residual_per_sample	0
isolation_source	PRJNA890192	25	0.0	25	residual_per_sample	0
isolation_source	PRJNA922161	46	0.0	46	residual_per_sample	0
isolation_source	PRJNA986308	48	0.0	48	residual_per_sample	0
