study_accession	paper_short_title	n_isolates	fold	seed	ena_total_samples	ena_total_runs	ena_taxon_samples	n_child_studies	umbrella_suspected	by_scientific_name	fetch_status
PRJNA212649		1	sub10		1		1				proxy_rowcount
PRJNA212643		1	sub10		1		1				proxy_rowcount
PRJNA634081		1	sub10		1		1				proxy_rowcount
PRJNA564369		1	sub10		1		1				proxy_rowcount
PRJNA555206		1	sub10		1		1				proxy_rowcount
PRJNA555326		1	sub10		1		1				proxy_rowcount
PRJNA197002		1	sub10		1		1				proxy_rowcount
PRJNA195754		1	sub10		1		1				proxy_rowcount
PRJNA557206		1	sub10		1		1				proxy_rowcount
PRJNA193169		1	sub10		1		1				proxy_rowcount
PRJNA193168		1	sub10		1		1				proxy_rowcount
PRJNA193167		1	sub10		1		1				proxy_rowcount
PRJNA193165		1	sub10		1		1				proxy_rowcount
PRJNA193164		1	sub10		1		1				proxy_rowcount
PRJNA193163		1	sub10		1		1				proxy_rowcount
PRJNA562727		1	sub10		1		1				proxy_rowcount
PRJNA193162		1	sub10		1		1				proxy_rowcount
PRJDB8047		1	sub10		1		1				proxy_rowcount
PRJNA198783		1	sub10		1		1				proxy_rowcount
PRJNA193161		1	sub10		1		1				proxy_rowcount
PRJNA193160		1	sub10		1		1				proxy_rowcount
PRJNA187326		1	sub10		1		1				proxy_rowcount
PRJNA187325		1	sub10		1		1				proxy_rowcount
PRJNA576510		1	sub10		1		1				proxy_rowcount
PRJDB7087		1	sub10		1		1				proxy_rowcount
PRJNA577539		1	sub10		1		1				proxy_rowcount
PRJNA187324		1	sub10		1		1				proxy_rowcount
PRJNA587424		1	sub10		1		1				proxy_rowcount
PRJNA587429		1	sub10		1		1				proxy_rowcount
PRJNA587430		1	sub10		1		1				proxy_rowcount
PRJNA587433		1	sub10		1		1				proxy_rowcount
PRJNA587434		1	sub10		1		1				proxy_rowcount
PRJNA553808		1	sub10		1		1				proxy_rowcount
PRJNA553055		1	sub10		1		1				proxy_rowcount
PRJNA201951		1	sub10		1		1				proxy_rowcount
PRJNA545744		1	sub10		1		1				proxy_rowcount
PRJNA201950		1	sub10		1		1				proxy_rowcount
PRJNA531554		1	sub10		1		1				proxy_rowcount
PRJNA531724		1	sub10		1		1				proxy_rowcount
PRJNA201947		1	sub10		1		1				proxy_rowcount
PRJNA201946		1	sub10		1		1				proxy_rowcount
PRJNA201945		1	sub10		1		1				proxy_rowcount
PRJNA534097		1	sub10		1		1				proxy_rowcount
PRJNA542320		1	sub10		1		1				proxy_rowcount
PRJNA201944		1	sub10		1		1				proxy_rowcount
PRJNA543187		1	sub10		1		1				proxy_rowcount
PRJDB9227		1	sub10		1		1				proxy_rowcount
PRJNA544642		1	sub10		1		1				proxy_rowcount
PRJNA545001		1	sub10		1		1				proxy_rowcount
PRJNA545745		1	sub10		1		1				proxy_rowcount
PRJNA552487		1	sub10		1		1				proxy_rowcount
PRJNA545764		1	sub10		1		1				proxy_rowcount
PRJNA547184		1	sub10		1		1				proxy_rowcount
PRJNA201943		1	sub10		1		1				proxy_rowcount
PRJNA201942		1	sub10		1		1				proxy_rowcount
PRJNA201936		1	sub10		1		1				proxy_rowcount
PRJNA549563		1	sub10		1		1				proxy_rowcount
PRJNA201935		1	sub10		1		1				proxy_rowcount
PRJNA550349		1	sub10		1		1				proxy_rowcount
PRJNA201934		1	sub10		1		1				proxy_rowcount
PRJNA201933		1	sub10		1		1				proxy_rowcount
PRJNA201932		1	sub10		1		1				proxy_rowcount
PRJNA552311		1	sub10		1		1				proxy_rowcount
PRJNA198784		1	sub10		1		1				proxy_rowcount
PRJNA587435		1	sub10		1		1				proxy_rowcount
PRJNA587436		1	sub10		1		1				proxy_rowcount
PRJNA587438		1	sub10		1		1				proxy_rowcount
PRJNA612869		1	sub10		1		1				proxy_rowcount
PRJDB6797		1	sub10		1		1				proxy_rowcount
PRJNA604918		1	sub10		1		1				proxy_rowcount
PRJNA187309		1	sub10		1		1				proxy_rowcount
PRJNA187308		1	sub10		1		1				proxy_rowcount
PRJNA187307		1	sub10		1		1				proxy_rowcount
PRJNA187306		1	sub10		1		1				proxy_rowcount
PRJNA187305		1	sub10		1		1				proxy_rowcount
PRJNA607902		1	sub10		1		1				proxy_rowcount
PRJNA187304		1	sub10		1		1				proxy_rowcount
PRJNA609701		1	sub10		1		1				proxy_rowcount
PRJNA187303		1	sub10		1		1				proxy_rowcount
PRJNA611005		1	sub10		1		1				proxy_rowcount
PRJNA187302		1	sub10		1		1				proxy_rowcount
PRJNA187301		1	sub10		1		1				proxy_rowcount
PRJNA587439		1	sub10		1		1				proxy_rowcount
PRJNA613320		1	sub10		1		1				proxy_rowcount
PRJNA187300		1	sub10		1		1				proxy_rowcount
PRJNA187299		1	sub10		1		1				proxy_rowcount
PRJNA187298		1	sub10		1		1				proxy_rowcount
PRJNA614986		1	sub10		1		1				proxy_rowcount
PRJNA616452		1	sub10		1		1				proxy_rowcount
PRJNA187297		1	sub10		1		1				proxy_rowcount
PRJNA187296		1	sub10		1		1				proxy_rowcount
PRJNA187295		1	sub10		1		1				proxy_rowcount
PRJNA628847		1	sub10		1		1				proxy_rowcount
PRJNA187294		1	sub10		1		1				proxy_rowcount
PRJNA187293		1	sub10		1		1				proxy_rowcount
PRJDB5948		1	sub10		1		1				proxy_rowcount
PRJNA234135		1	sub10		1		1				proxy_rowcount
PRJNA604394		1	sub10		1		1				proxy_rowcount
PRJNA187310		1	sub10		1		1				proxy_rowcount
PRJNA601835		1	sub10		1		1				proxy_rowcount
PRJNA587440		1	sub10		1		1				proxy_rowcount
PRJNA587512		1	sub10		1		1				proxy_rowcount
PRJNA588411		1	sub10		1		1				proxy_rowcount
PRJNA187323		1	sub10		1		1				proxy_rowcount
PRJNA187322		1	sub10		1		1				proxy_rowcount
PRJNA589638		1	sub10		1		1				proxy_rowcount
PRJNA589639		1	sub10		1		1				proxy_rowcount
PRJNA187321		1	sub10		1		1				proxy_rowcount
PRJNA187320		1	sub10		1		1				proxy_rowcount
PRJNA591409		1	sub10		1		1				proxy_rowcount
PRJNA187319		1	sub10		1		1				proxy_rowcount
PRJNA187318		1	sub10		1		1				proxy_rowcount
PRJNA592166		1	sub10		1		1				proxy_rowcount
PRJNA593244		1	sub10		1		1				proxy_rowcount
PRJNA593604		1	sub10		1		1				proxy_rowcount
PRJNA187317		1	sub10		1		1				proxy_rowcount
PRJNA594546		1	sub10		1		1				proxy_rowcount
PRJNA594627		1	sub10		1		1				proxy_rowcount
PRJNA187316		1	sub10		1		1				proxy_rowcount
PRJNA187315		1	sub10		1		1				proxy_rowcount
PRJNA595838		1	sub10		1		1				proxy_rowcount
PRJNA187314		1	sub10		1		1				proxy_rowcount
PRJNA187313		1	sub10		1		1				proxy_rowcount
PRJNA598939		1	sub10		1		1				proxy_rowcount
PRJNA187312		1	sub10		1		1				proxy_rowcount
PRJNA600386		1	sub10		1		1				proxy_rowcount
PRJNA187311		1	sub10		1		1				proxy_rowcount
PRJNA530250		1	sub10		1		1				proxy_rowcount
PRJNA201955		1	sub10		1		1				proxy_rowcount
PRJNA398365		1	sub10		1		1				proxy_rowcount
PRJNA202017		1	sub10		1		1				proxy_rowcount
PRJNA454281		1	sub10		1		1				proxy_rowcount
PRJNA456216		1	sub10		1		1				proxy_rowcount
PRJNA456219		1	sub10		1		1				proxy_rowcount
PRJNA463112		1	sub10		1		1				proxy_rowcount
PRJNA464397		1	sub10		1		1				proxy_rowcount
PRJNA470581		1	sub10		1		1				proxy_rowcount
PRJNA471164		1	sub10		1		1				proxy_rowcount
PRJNA471737		1	sub10		1		1				proxy_rowcount
PRJNA47211,PRJNA47257,PRJNA47225,PRJNA47209,PRJNA47275,PRJNA47263,PRJNA47223,PRJNA47217,PRJNA47267,PRJNA47259,PRJNA47271,PRJNA47229		1	sub10		1		1				proxy_rowcount
PRJNA472563		1	sub10		1		1				proxy_rowcount
PRJNA202018		1	sub10		1		1				proxy_rowcount
PRJNA474898		1	sub10		1		1				proxy_rowcount
PRJNA474907		1	sub10		1		1				proxy_rowcount
PRJNA202016		1	sub10		1		1				proxy_rowcount
PRJNA202023		1	sub10		1		1				proxy_rowcount
PRJNA477005		1	sub10		1		1				proxy_rowcount
PRJNA477444		1	sub10		1		1				proxy_rowcount
PRJNA478289		1	sub10		1		1				proxy_rowcount
PRJNA202015		1	sub10		1		1				proxy_rowcount
PRJNA480281		1	sub10		1		1				proxy_rowcount
PRJNA480797		1	sub10		1		1				proxy_rowcount
PRJNA481972		1	sub10		1		1				proxy_rowcount
PRJNA202014		1	sub10		1		1				proxy_rowcount
PRJNA483246		1	sub10		1		1				proxy_rowcount
PRJNA202013		1	sub10		1		1				proxy_rowcount
PRJNA202012		1	sub10		1		1				proxy_rowcount
PRJNA485518		1	sub10		1		1				proxy_rowcount
PRJNA202009		1	sub10		1		1				proxy_rowcount
PRJNA202020		1	sub10		1		1				proxy_rowcount
PRJNA449090		1	sub10		1		1				proxy_rowcount
PRJNA201956		1	sub10		1		1				proxy_rowcount
PRJNA428749		1	sub10		1		1				proxy_rowcount
PRJNA40025		1	sub10		1		1				proxy_rowcount
PRJNA40049		1	sub10		1		1				proxy_rowcount
PRJNA407116		1	sub10		1		1				proxy_rowcount
PRJNA203445		1	sub10		1		1				proxy_rowcount
PRJEB11503		1	sub10		1		1				proxy_rowcount
PRJNA412918		1	sub10		1		1				proxy_rowcount
PRJNA202895		1	sub10		1		1				proxy_rowcount
PRJNA202053		1	sub10		1		1				proxy_rowcount
PRJNA414678		1	sub10		1		1				proxy_rowcount
PRJNA202052		1	sub10		1		1				proxy_rowcount
PRJNA202048		1	sub10		1		1				proxy_rowcount
PRJNA420100		1	sub10		1		1				proxy_rowcount
PRJNA202047		1	sub10		1		1				proxy_rowcount
PRJNA202046		1	sub10		1		1				proxy_rowcount
PRJNA202024		1	sub10		1		1				proxy_rowcount
PRJNA429995		1	sub10		1		1				proxy_rowcount
PRJNA202045		1	sub10		1		1				proxy_rowcount
PRJNA202043		1	sub10		1		1				proxy_rowcount
PRJNA202042		1	sub10		1		1				proxy_rowcount
PRJNA431464		1	sub10		1		1				proxy_rowcount
PRJNA202036		1	sub10		1		1				proxy_rowcount
PRJNA202035		1	sub10		1		1				proxy_rowcount
PRJNA202034		1	sub10		1		1				proxy_rowcount
PRJNA202033		1	sub10		1		1				proxy_rowcount
PRJNA202032		1	sub10		1		1				proxy_rowcount
PRJNA202026		1	sub10		1		1				proxy_rowcount
PRJNA202025		1	sub10		1		1				proxy_rowcount
PRJNA445318		1	sub10		1		1				proxy_rowcount
PRJNA202008		1	sub10		1		1				proxy_rowcount
PRJNA202006		1	sub10		1		1				proxy_rowcount
PRJNA202005		1	sub10		1		1				proxy_rowcount
PRJNA201967,PRJNA201954		1	sub10		1		1				proxy_rowcount
PRJNA521038		1	sub10		1		1				proxy_rowcount
PRJNA52135		1	sub10		1		1				proxy_rowcount
PRJNA52137		1	sub10		1		1				proxy_rowcount
PRJNA52139		1	sub10		1		1				proxy_rowcount
PRJNA52141		1	sub10		1		1				proxy_rowcount
PRJNA52143		1	sub10		1		1				proxy_rowcount
PRJNA52145		1	sub10		1		1				proxy_rowcount
PRJNA52149		1	sub10		1		1				proxy_rowcount
PRJNA52151		1	sub10		1		1				proxy_rowcount
PRJNA52153		1	sub10		1		1				proxy_rowcount
PRJNA521748		1	sub10		1		1				proxy_rowcount
PRJNA201968		1	sub10		1		1				proxy_rowcount
PRJNA522830		1	sub10		1		1				proxy_rowcount
PRJNA201966		1	sub10		1		1				proxy_rowcount
PRJNA494961		1	sub10		1		1				proxy_rowcount
PRJNA201965		1	sub10		1		1				proxy_rowcount
PRJNA201964		1	sub10		1		1				proxy_rowcount
PRJNA201963		1	sub10		1		1				proxy_rowcount
PRJNA201962		1	sub10		1		1				proxy_rowcount
PRJNA201961		1	sub10		1		1				proxy_rowcount
PRJNA201960		1	sub10		1		1				proxy_rowcount
PRJNA526408		1	sub10		1		1				proxy_rowcount
PRJNA201959		1	sub10		1		1				proxy_rowcount
PRJNA527940		1	sub10		1		1				proxy_rowcount
PRJNA201958,PRJNA201967		1	sub10		1		1				proxy_rowcount
PRJNA528367		1	sub10		1		1				proxy_rowcount
PRJNA201957		1	sub10		1		1				proxy_rowcount
PRJNA529261		1	sub10		1		1				proxy_rowcount
PRJNA201970		1	sub10		1		1				proxy_rowcount
PRJNA513350		1	sub10		1		1				proxy_rowcount
PRJNA201974		1	sub10		1		1				proxy_rowcount
PRJNA201978		1	sub10		1		1				proxy_rowcount
PRJNA202002		1	sub10		1		1				proxy_rowcount
PRJNA202001		1	sub10		1		1				proxy_rowcount
PRJNA202000		1	sub10		1		1				proxy_rowcount
PRJNA201999		1	sub10		1		1				proxy_rowcount
PRJNA499494		1	sub10		1		1				proxy_rowcount
PRJNA500331		1	sub10		1		1				proxy_rowcount
PRJNA501401		1	sub10		1		1				proxy_rowcount
PRJNA501405		1	sub10		1		1				proxy_rowcount
PRJNA501406		1	sub10		1		1				proxy_rowcount
PRJNA501409		1	sub10		1		1				proxy_rowcount
PRJNA501412		1	sub10		1		1				proxy_rowcount
PRJNA503173		1	sub10		1		1				proxy_rowcount
PRJNA503825		1	sub10		1		1				proxy_rowcount
PRJNA201994		1	sub10		1		1				proxy_rowcount
PRJNA201991		1	sub10		1		1				proxy_rowcount
PRJNA505478		1	sub10		1		1				proxy_rowcount
PRJNA201990		1	sub10		1		1				proxy_rowcount
PRJNA201989		1	sub10		1		1				proxy_rowcount
PRJNA201987		1	sub10		1		1				proxy_rowcount
PRJNA201985		1	sub10		1		1				proxy_rowcount
PRJNA201984		1	sub10		1		1				proxy_rowcount
PRJNA201981		1	sub10		1		1				proxy_rowcount
PRJNA511518		1	sub10		1		1				proxy_rowcount
PRJNA511522		1	sub10		1		1				proxy_rowcount
PRJNA511523		1	sub10		1		1				proxy_rowcount
PRJNA511524		1	sub10		1		1				proxy_rowcount
PRJNA511525		1	sub10		1		1				proxy_rowcount
PRJNA265268		1	sub10		1		1				proxy_rowcount
