field	study_accession	n_records	completeness	n_blank	status	n_filled
isolation_source	PRJEB28054	326	0.0	326	residual_per_sample	0
isolation_source	PRJEB28400	827	0.0	827	residual_per_sample	0
isolation_source	PRJEB29143	498	0.0	498	residual_per_sample	0
isolation_source	PRJEB35685	412	0.0	412	residual_per_sample	0
isolation_source	PRJEB36486	221	0.0	221	residual_per_sample	0
isolation_source	PRJEB37378	1681	0.0	1681	residual_per_sample	0
isolation_source	PRJEB39867	286	0.0	286	residual_per_sample	0
isolation_source	PRJEB42331	80	0.0	80	residual_per_sample	0
isolation_source	PRJEB42462	1278	0.0	1278	residual_per_sample	0
isolation_source	PRJEB64895	142	0.0	142	residual_per_sample	0
isolation_source	PRJEB6891	513	0.004	511	residual_per_sample	0
isolation_source	PRJEB74083	106	0.0	106	residual_per_sample	0
isolation_source	PRJNA1087366	135	0.0	135	residual_per_sample	0
isolation_source	PRJNA549322	223	0.336	148	residual_per_sample	0
isolation_source	PRJNA634885	144	0.0	144	residual_per_sample	0
isolation_source	PRJNA765801	219	0.0	219	residual_per_sample	0
isolation_source	PRJNA767944	173	0.0	173	residual_per_sample	0
isolation_source	PRJNA804332	138	0.0	138	residual_per_sample	0
isolation_source	PRJNA845975	567	0.0	567	residual_per_sample	0
isolation_source	PRJNA855907	407	0.69	126	residual_per_sample	0
isolation_source	PRJNA996149	319	0.0	319	residual_per_sample	0
