field	study_accession	n_records	completeness	n_blank	status	n_filled
host	PRJEB36000	1	0.0	1	covered	1
host	PRJEB36448	2	0.0	2	covered	2
host	PRJEB36913	1	0.0	1	covered	1
host	PRJEB37472	4	0.0	4	covered	4
host	PRJEB37610	1	0.0	1	covered	1
host	PRJEB37902	4	0.0	4	covered	4
host	PRJEB38442	2	0.0	2	covered	2
host	PRJEB38601	1	0.0	1	covered	1
host	PRJEB38602	1	0.0	1	covered	1
host	PRJEB38863	1	0.0	1	covered	1
host	PRJEB39204	5	0.0	5	covered	5
host	PRJEB39816	7	0.0	7	covered	7
host	PRJEB40149	1	0.0	1	covered	1
host	PRJEB40388	6	0.0	6	covered	6
host	PRJEB41009	5	0.0	5	covered	5
host	PRJEB41234	1	0.0	1	covered	1
host	PRJEB42295	2	0.0	2	covered	2
host	PRJEB43637	5	0.0	5	covered	5
host	PRJEB43975	1	0.0	1	covered	1
host	PRJEB44175	2	0.0	2	covered	2
host	PRJEB44350	2	0.0	2	covered	2
host	PRJEB44904	2	0.0	2	covered	2
host	PRJEB45009	4	0.0	4	covered	4
host	PRJEB4506	2	0.0	2	covered	2
host	PRJEB45084	6	0.0	6	covered	6
host	PRJEB45559	9	0.0	9	covered	9
host	PRJEB46059	2	0.0	2	covered	2
host	PRJEB46496	1	0.0	1	covered	1
host	PRJEB48936	1	0.0	1	covered	1
host	PRJEB49171	2	0.0	2	covered	2
host	PRJEB49509	1	0.0	1	covered	1
host	PRJEB50384	5	0.0	5	covered	5
host	PRJEB50707	2	0.0	2	covered	2
host	PRJEB51925	8	0.0	8	covered	8
host	PRJEB52194	4	0.0	4	covered	4
host	PRJEB52722	2	0.0	2	covered	2
host	PRJEB53051	2	0.0	2	covered	2
host	PRJEB53460	4	0.0	4	covered	4
host	PRJEB53512	8	0.0	8	covered	8
host	PRJEB54871	5	0.0	5	covered	5
host	PRJEB55839	3	0.0	3	covered	3
host	PRJEB55904	1	0.0	1	covered	1
host	PRJEB56148	6	0.0	6	covered	6
host	PRJEB58617	5	0.0	5	covered	5
host	PRJEB58827	2	0.0	2	covered	2
host	PRJEB59061	1	0.0	1	covered	1
host	PRJEB59337	5	0.0	5	covered	5
host	PRJEB60070	2	0.0	2	covered	2
host	PRJEB60429	2	0.0	2	covered	2
host	PRJEB60446	2	0.0	2	covered	2
host	PRJEB60914	1	0.0	1	covered	1
host	PRJEB61660	5	0.0	5	covered	5
host	PRJEB61934	1	0.0	1	covered	1
host	PRJEB63064	3	0.0	3	covered	3
host	PRJEB6416	1	0.0	1	covered	1
host	PRJEB6657	1	0.0	1	covered	1
host	PRJEB68301	9	0.0	9	covered	9
host	PRJEB70870	6	0.0	6	covered	6
host	PRJEB71341	9	0.0	9	covered	9
host	PRJEB71714	1	0.0	1	covered	1
host	PRJEB71832	5	0.0	5	covered	5
host	PRJEB71895	2	0.0	2	covered	2
host	PRJEB73531	3	0.0	3	covered	3
host	PRJEB74697	3	0.0	3	covered	3
host	PRJEB7689	4	0.0	4	covered	4
host	PRJEB8104	4	0.0	4	covered	4
host	PRJEB8302	3	0.0	3	covered	3
host	PRJEB8303	1	0.0	1	covered	1
host	PRJEB8575	1	0.0	1	covered	1
host	PRJEB8768	1	0.0	1	covered	1
host	PRJEB9173	1	0.0	1	covered	1
host	PRJEB9824	4	0.0	4	covered	4
host	PRJNA1001661	9	0.0	9	covered	9
host	PRJNA1003529	7	0.0	7	covered	7
host	PRJNA1019652	5	0.0	5	covered	5
host	PRJNA1023395	1	0.0	1	covered	1
host	PRJNA1029809	8	0.0	8	covered	8
host	PRJNA1029998	3	0.0	3	covered	3
host	PRJNA1037744	4	0.0	4	covered	4
host	PRJNA1064853	2	0.0	2	covered	2
host	PRJNA1067287	4	0.0	4	covered	4
host	PRJNA107647	9	0.0	9	covered	9
host	PRJNA1088746	1	0.0	1	covered	1
host	PRJNA1100498	3	0.667	1	covered	1
host	PRJNA1101420	6	0.0	6	covered	6
host	PRJNA1134078	5	0.0	5	covered	5
host	PRJNA165913	1	0.0	1	covered	1
host	PRJNA173233	1	0.0	1	covered	1
host	PRJNA181050	1	0.0	1	covered	1
host	PRJNA181051	1	0.0	1	covered	1
host	PRJNA181052	1	0.0	1	covered	1
host	PRJNA184888	6	0.0	6	covered	6
host	PRJNA187279	1	0.0	1	covered	1
host	PRJNA187280	1	0.0	1	covered	1
host	PRJNA187281	1	0.0	1	covered	1
host	PRJNA187282	1	0.0	1	covered	1
host	PRJNA187283	1	0.0	1	covered	1
host	PRJNA187284	1	0.0	1	covered	1
host	PRJNA187285	1	0.0	1	covered	1
host	PRJNA187286	1	0.0	1	covered	1
host	PRJNA187287	1	0.0	1	covered	1
host	PRJNA187288	1	0.0	1	covered	1
host	PRJNA187289	1	0.0	1	covered	1
host	PRJNA187290	1	0.0	1	covered	1
host	PRJNA187291	1	0.0	1	covered	1
host	PRJNA187292	1	0.0	1	covered	1
host	PRJNA187293	1	0.0	1	covered	1
host	PRJNA187294	1	0.0	1	covered	1
host	PRJNA187295	1	0.0	1	covered	1
host	PRJNA187296	1	0.0	1	covered	1
host	PRJNA187297	1	0.0	1	covered	1
host	PRJNA187298	1	0.0	1	covered	1
host	PRJNA187299	1	0.0	1	covered	1
host	PRJNA187300	1	0.0	1	covered	1
host	PRJNA187301	1	0.0	1	covered	1
host	PRJNA187302	1	0.0	1	covered	1
host	PRJNA187303	1	0.0	1	covered	1
host	PRJNA187304	1	0.0	1	covered	1
host	PRJNA187305	1	0.0	1	covered	1
host	PRJNA187306	1	0.0	1	covered	1
host	PRJNA187307	1	0.0	1	covered	1
host	PRJNA187308	1	0.0	1	covered	1
host	PRJNA187309	1	0.0	1	covered	1
host	PRJNA187310	1	0.0	1	covered	1
host	PRJNA187311	1	0.0	1	covered	1
host	PRJNA187312	1	0.0	1	covered	1
host	PRJNA187313	1	0.0	1	covered	1
host	PRJNA187314	1	0.0	1	covered	1
host	PRJNA187315	1	0.0	1	covered	1
host	PRJNA187316	1	0.0	1	covered	1
host	PRJNA187317	1	0.0	1	covered	1
host	PRJNA187318	1	0.0	1	covered	1
host	PRJNA187319	1	0.0	1	covered	1
host	PRJNA187320	1	0.0	1	covered	1
host	PRJNA187321	1	0.0	1	covered	1
host	PRJNA187322	1	0.0	1	covered	1
host	PRJNA187323	1	0.0	1	covered	1
host	PRJNA187324	1	0.0	1	covered	1
host	PRJNA187326	1	0.0	1	covered	1
host	PRJNA193160	1	0.0	1	covered	1
host	PRJNA193161	1	0.0	1	covered	1
host	PRJNA193162	1	0.0	1	covered	1
host	PRJNA193163	1	0.0	1	covered	1
host	PRJNA193164	1	0.0	1	covered	1
host	PRJNA193165	1	0.0	1	covered	1
host	PRJNA193167	1	0.0	1	covered	1
host	PRJNA193168	1	0.0	1	covered	1
host	PRJNA193169	1	0.0	1	covered	1
host	PRJNA195754	1	0.0	1	covered	1
host	PRJNA197002	1	0.0	1	covered	1
host	PRJNA202047	1	0.0	1	covered	1
host	PRJNA212643	1	0.0	1	covered	1
host	PRJNA212649	1	0.0	1	covered	1
host	PRJNA254477	2	0.0	2	covered	2
host	PRJNA263062	1	0.0	1	covered	1
host	PRJNA265231	1	0.0	1	covered	1
host	PRJNA265232	1	0.0	1	covered	1
host	PRJNA265233	1	0.0	1	covered	1
host	PRJNA265234	1	0.0	1	covered	1
host	PRJNA265235	1	0.0	1	covered	1
host	PRJNA265236	1	0.0	1	covered	1
host	PRJNA265237	1	0.0	1	covered	1
host	PRJNA265240	1	0.0	1	covered	1
host	PRJNA265241	1	0.0	1	covered	1
host	PRJNA265242	1	0.0	1	covered	1
host	PRJNA265243	1	0.0	1	covered	1
host	PRJNA265244	1	0.0	1	covered	1
host	PRJNA265245	1	0.0	1	covered	1
host	PRJNA265246	1	0.0	1	covered	1
host	PRJNA265247	1	0.0	1	covered	1
host	PRJNA265248	1	0.0	1	covered	1
host	PRJNA265254	1	0.0	1	covered	1
host	PRJNA265255	1	0.0	1	covered	1
host	PRJNA265256	1	0.0	1	covered	1
host	PRJNA265257	1	0.0	1	covered	1
host	PRJNA265258	1	0.0	1	covered	1
host	PRJNA265259	1	0.0	1	covered	1
host	PRJNA265260	1	0.0	1	covered	1
host	PRJNA265261	1	0.0	1	covered	1
host	PRJNA265262	1	0.0	1	covered	1
host	PRJNA265263	1	0.0	1	covered	1
host	PRJNA265264	1	0.0	1	covered	1
host	PRJNA265265	1	0.0	1	covered	1
host	PRJNA265266	1	0.0	1	covered	1
host	PRJNA265267	1	0.0	1	covered	1
host	PRJNA265268	1	0.0	1	covered	1
host	PRJNA265269	1	0.0	1	covered	1
host	PRJNA265270	1	0.0	1	covered	1
host	PRJNA265275	1	0.0	1	covered	1
host	PRJNA265347	1	0.0	1	covered	1
host	PRJNA269826	1	0.0	1	covered	1
host	PRJNA279611	1	0.0	1	covered	1
host	PRJNA279619	1	0.0	1	covered	1
host	PRJNA279655	1	0.0	1	covered	1
host	PRJNA279656	1	0.0	1	covered	1
host	PRJNA279671	1	0.0	1	covered	1
host	PRJNA279672	1	0.0	1	covered	1
host	PRJNA284365	1	0.0	1	covered	1
host	PRJNA316321	9	0.0	9	covered	9
host	PRJNA316457	2	0.0	2	covered	2
host	PRJNA343442,PRJNA175243	1	0.0	1	covered	1
host	PRJNA354234	3	0.667	1	covered	1
host	PRJNA357722	3	0.0	3	covered	3
host	PRJNA380388	1	0.0	1	covered	1
host	PRJNA393050	1	0.0	1	covered	1
host	PRJNA398365	1	0.0	1	covered	1
host	PRJNA40025	1	0.0	1	covered	1
host	PRJNA40049	1	0.0	1	covered	1
host	PRJNA420100	1	0.0	1	covered	1
host	PRJNA432294	3	0.0	3	covered	3
host	PRJNA445318	1	0.0	1	covered	1
host	PRJNA471737	1	0.0	1	covered	1
host	PRJNA474898	1	0.0	1	covered	1
host	PRJNA489399	5	0.0	5	covered	5
host	PRJNA499494	1	0.0	1	covered	1
host	PRJNA501401	1	0.0	1	covered	1
host	PRJNA501405	1	0.0	1	covered	1
host	PRJNA501406	1	0.0	1	covered	1
host	PRJNA501409	1	0.0	1	covered	1
host	PRJNA501412	1	0.0	1	covered	1
host	PRJNA503825	1	0.0	1	covered	1
host	PRJNA508495	3	0.0	3	covered	3
host	PRJNA508509	7	0.0	7	covered	7
host	PRJNA513350	1	0.0	1	covered	1
host	PRJNA52135	1	0.0	1	covered	1
host	PRJNA52137	1	0.0	1	covered	1
host	PRJNA52139	1	0.0	1	covered	1
host	PRJNA52141	1	0.0	1	covered	1
host	PRJNA52143	1	0.0	1	covered	1
host	PRJNA52145	1	0.0	1	covered	1
host	PRJNA52149	1	0.0	1	covered	1
host	PRJNA52151	1	0.0	1	covered	1
host	PRJNA52153	1	0.0	1	covered	1
host	PRJNA527940	1	0.0	1	covered	1
host	PRJNA531554	1	0.0	1	covered	1
host	PRJNA534097	1	0.0	1	covered	1
host	PRJNA543860	2	0.0	2	covered	2
host	PRJNA547184	1	0.0	1	covered	1
host	PRJNA550349	1	0.0	1	covered	1
host	PRJNA552487	1	0.0	1	covered	1
host	PRJNA553302	3	0.0	3	covered	3
host	PRJNA564151	4	0.0	4	covered	4
host	PRJNA565663	5	0.0	5	covered	5
host	PRJNA576510	1	0.0	1	covered	1
host	PRJNA587512	1	0.0	1	covered	1
host	PRJNA592166	1	0.0	1	covered	1
host	PRJNA594627	1	0.0	1	covered	1
host	PRJNA604100	3	0.0	3	covered	3
host	PRJNA604671	1	0.0	1	covered	1
host	PRJNA609701	1	0.0	1	covered	1
host	PRJNA611005	1	0.0	1	covered	1
host	PRJNA636185	5	0.0	5	covered	5
host	PRJNA641130	1	0.0	1	covered	1
host	PRJNA641131	3	0.0	3	covered	3
host	PRJNA641176	1	0.0	1	covered	1
host	PRJNA660495	1	0.0	1	covered	1
host	PRJNA664939	6	0.0	6	covered	6
host	PRJNA685932	1	0.0	1	covered	1
host	PRJNA688543	1	0.0	1	covered	1
host	PRJNA691968	5	0.0	5	covered	5
host	PRJNA706398	1	0.0	1	covered	1
host	PRJNA713498	2	0.0	2	covered	2
host	PRJNA715323	1	0.0	1	covered	1
host	PRJNA715927	1	0.0	1	covered	1
host	PRJNA719938	2	0.0	2	covered	2
host	PRJNA733494	5	0.0	5	covered	5
host	PRJNA73843	1	0.0	1	covered	1
host	PRJNA744549	9	0.0	9	covered	9
host	PRJNA756469	1	0.0	1	covered	1
host	PRJNA758781	1	0.0	1	covered	1
host	PRJNA761099	1	0.0	1	covered	1
host	PRJNA768347	3	0.0	3	covered	3
host	PRJNA774508	3	0.0	3	covered	3
host	PRJNA799011	2	0.0	2	covered	2
host	PRJNA801117	1	0.0	1	covered	1
host	PRJNA807804	1	0.0	1	covered	1
host	PRJNA818256	1	0.0	1	covered	1
host	PRJNA838568	5	0.0	5	covered	5
host	PRJNA845367	1	0.0	1	covered	1
host	PRJNA847041	1	0.0	1	covered	1
host	PRJNA856883	7	0.0	7	covered	7
host	PRJNA862318	1	0.0	1	covered	1
host	PRJNA864766	2	0.0	2	covered	2
host	PRJNA871216	2	0.0	2	covered	2
host	PRJNA873263	7	0.0	7	covered	7
host	PRJNA877288	1	0.0	1	covered	1
host	PRJNA883008	1	0.0	1	covered	1
host	PRJNA885384	1	0.0	1	covered	1
host	PRJNA886974	1	0.0	1	covered	1
host	PRJNA887604	1	0.0	1	covered	1
host	PRJNA892272	3	0.0	3	covered	3
host	PRJNA904531	4	0.0	4	covered	4
host	PRJNA907796	3	0.0	3	covered	3
host	PRJNA917297	1	0.0	1	covered	1
host	PRJNA930651	3	0.0	3	covered	3
host	PRJNA939005	1	0.0	1	covered	1
host	PRJNA939354	1	0.0	1	covered	1
host	PRJNA941224	5	0.0	5	covered	5
host	PRJNA949453	6	0.0	6	covered	6
host	PRJNA961034	9	0.222	7	covered	7
host	PRJNA981489	1	0.0	1	covered	1
host	PRJNA983061	4	0.0	4	covered	4
host	PRJNA985548	1	0.0	1	covered	1
host	PRJNA989579	1	0.0	1	covered	1
host	PRJDB11476	1	0.0	1	residual_per_sample	0
host	PRJDB11634	8	0.0	8	residual_per_sample	0
host	PRJDB1836	1	0.0	1	residual_per_sample	0
host	PRJDB2133	1	0.0	1	residual_per_sample	0
host	PRJDB2159	1	0.0	1	residual_per_sample	0
host	PRJDB2238	1	0.0	1	residual_per_sample	0
host	PRJDB2655	1	0.0	1	residual_per_sample	0
host	PRJEB10263	2	0.0	2	residual_per_sample	0
host	PRJEB11503	1	0.0	1	residual_per_sample	0
host	PRJEB11876	1	0.0	1	residual_per_sample	0
host	PRJEB12887	1	0.0	1	residual_per_sample	0
host	PRJEB13482	1	0.0	1	residual_per_sample	0
host	PRJEB14050	1	0.0	1	residual_per_sample	0
host	PRJEB14232	1	0.0	1	residual_per_sample	0
host	PRJEB14648	2	0.0	2	residual_per_sample	0
host	PRJEB17631	2	0.0	2	residual_per_sample	0
host	PRJEB18525	2	0.0	2	residual_per_sample	0
host	PRJEB20135	1	0.0	1	residual_per_sample	0
host	PRJEB20557	1	0.0	1	residual_per_sample	0
host	PRJEB20897	1	0.0	1	residual_per_sample	0
host	PRJEB20997	3	0.0	3	residual_per_sample	0
host	PRJEB21131	1	0.0	1	residual_per_sample	0
host	PRJEB21201	1	0.0	1	residual_per_sample	0
host	PRJEB2215	1	0.0	1	residual_per_sample	0
host	PRJEB23294	5	0.0	5	residual_per_sample	0
host	PRJEB23315	6	0.0	6	residual_per_sample	0
host	PRJEB23879	5	0.0	5	residual_per_sample	0
host	PRJEB24638	1	0.0	1	residual_per_sample	0
host	PRJEB25425	2	0.0	2	residual_per_sample	0
host	PRJEB26081	5	0.0	5	residual_per_sample	0
host	PRJEB27400	1	0.0	1	residual_per_sample	0
host	PRJEB2779	1	0.0	1	residual_per_sample	0
host	PRJEB28327	1	0.0	1	residual_per_sample	0
host	PRJEB2968	1	0.0	1	residual_per_sample	0
host	PRJEB29743	1	0.0	1	residual_per_sample	0
host	PRJEB30066	3	0.0	3	residual_per_sample	0
host	PRJEB3184	1	0.0	1	residual_per_sample	0
host	PRJEB31941	3	0.0	3	residual_per_sample	0
host	PRJEB3215	1	0.0	1	residual_per_sample	0
host	PRJEB32402	1	0.0	1	residual_per_sample	0
host	PRJEB33365	2	0.0	2	residual_per_sample	0
host	PRJEB34174	1	0.0	1	residual_per_sample	0
host	PRJEB35084	1	0.0	1	residual_per_sample	0
host	PRJEB37779	4	0.0	4	residual_per_sample	0
host	PRJEB38951	1	0.0	1	residual_per_sample	0
host	PRJEB39709	4	0.0	4	residual_per_sample	0
host	PRJEB41279	2	0.0	2	residual_per_sample	0
host	PRJEB43940	5	0.0	5	residual_per_sample	0
host	PRJEB44490	2	0.0	2	residual_per_sample	0
host	PRJEB4649	1	0.0	1	residual_per_sample	0
host	PRJEB48690	6	0.0	6	residual_per_sample	0
host	PRJEB50806	2	0.0	2	residual_per_sample	0
host	PRJEB51164	1	0.0	1	residual_per_sample	0
host	PRJEB55525	6	0.0	6	residual_per_sample	0
host	PRJEB58069	9	0.0	9	residual_per_sample	0
host	PRJEB61017	1	0.0	1	residual_per_sample	0
host	PRJEB61973	2	0.0	2	residual_per_sample	0
host	PRJEB62871	1	0.0	1	residual_per_sample	0
host	PRJEB66292	1	0.0	1	residual_per_sample	0
host	PRJEB6921	3	0.0	3	residual_per_sample	0
host	PRJEB73590	1	0.0	1	residual_per_sample	0
host	PRJEB74142	1	0.0	1	residual_per_sample	0
host	PRJEB75816	2	0.0	2	residual_per_sample	0
host	PRJEB76944	8	0.0	8	residual_per_sample	0
host	PRJEB8559	1	0.0	1	residual_per_sample	0
host	PRJEB8721	2	0.0	2	residual_per_sample	0
host	PRJEB9644	1	0.0	1	residual_per_sample	0
host	PRJNA1021015	1	0.0	1	residual_per_sample	0
host	PRJNA1039570	6	0.0	6	residual_per_sample	0
host	PRJNA1058963	9	0.0	9	residual_per_sample	0
host	PRJNA1066419	1	0.0	1	residual_per_sample	0
host	PRJNA1075815	1	0.0	1	residual_per_sample	0
host	PRJNA1086631	9	0.0	9	residual_per_sample	0
host	PRJNA1099652	3	0.0	3	residual_per_sample	0
host	PRJNA1100205	9	0.0	9	residual_per_sample	0
host	PRJNA1100308	1	0.0	1	residual_per_sample	0
host	PRJNA1101017	2	0.0	2	residual_per_sample	0
host	PRJNA1122522	1	0.0	1	residual_per_sample	0
host	PRJNA1123194	5	0.0	5	residual_per_sample	0
host	PRJNA1128528	8	0.125	7	residual_per_sample	0
host	PRJNA1138264	1	0.0	1	residual_per_sample	0
host	PRJNA161277	1	0.0	1	residual_per_sample	0
host	PRJNA168337	1	0.0	1	residual_per_sample	0
host	PRJNA169453	1	0.0	1	residual_per_sample	0
host	PRJNA169454	1	0.0	1	residual_per_sample	0
host	PRJNA169455	1	0.0	1	residual_per_sample	0
host	PRJNA169456	1	0.0	1	residual_per_sample	0
host	PRJNA186035	3	0.0	3	residual_per_sample	0
host	PRJNA198783	1	0.0	1	residual_per_sample	0
host	PRJNA201932	1	0.0	1	residual_per_sample	0
host	PRJNA201933	1	0.0	1	residual_per_sample	0
host	PRJNA201934	1	0.0	1	residual_per_sample	0
host	PRJNA201935	1	0.0	1	residual_per_sample	0
host	PRJNA201936	1	0.0	1	residual_per_sample	0
host	PRJNA201942	1	0.0	1	residual_per_sample	0
host	PRJNA201943	1	0.0	1	residual_per_sample	0
host	PRJNA201944	1	0.0	1	residual_per_sample	0
host	PRJNA201945	1	0.0	1	residual_per_sample	0
host	PRJNA201946	1	0.0	1	residual_per_sample	0
host	PRJNA201947	1	0.0	1	residual_per_sample	0
host	PRJNA201950	1	0.0	1	residual_per_sample	0
host	PRJNA201951	1	0.0	1	residual_per_sample	0
host	PRJNA201955	1	0.0	1	residual_per_sample	0
host	PRJNA201956	1	0.0	1	residual_per_sample	0
host	PRJNA201957	1	0.0	1	residual_per_sample	0
host	PRJNA201958,PRJNA201967	1	0.0	1	residual_per_sample	0
host	PRJNA201959	1	0.0	1	residual_per_sample	0
host	PRJNA201960	1	0.0	1	residual_per_sample	0
host	PRJNA201961	1	0.0	1	residual_per_sample	0
host	PRJNA201962	1	0.0	1	residual_per_sample	0
host	PRJNA201963	1	0.0	1	residual_per_sample	0
host	PRJNA201964	1	0.0	1	residual_per_sample	0
host	PRJNA201965	1	0.0	1	residual_per_sample	0
host	PRJNA201966	1	0.0	1	residual_per_sample	0
host	PRJNA201967,PRJNA201954	1	0.0	1	residual_per_sample	0
host	PRJNA201968	1	0.0	1	residual_per_sample	0
host	PRJNA201970	1	0.0	1	residual_per_sample	0
host	PRJNA201974	1	0.0	1	residual_per_sample	0
host	PRJNA201978	1	0.0	1	residual_per_sample	0
host	PRJNA201981	1	0.0	1	residual_per_sample	0
host	PRJNA201984	1	0.0	1	residual_per_sample	0
host	PRJNA201985	1	0.0	1	residual_per_sample	0
host	PRJNA201987	1	0.0	1	residual_per_sample	0
host	PRJNA201989	1	0.0	1	residual_per_sample	0
host	PRJNA201990	1	0.0	1	residual_per_sample	0
host	PRJNA201991	1	0.0	1	residual_per_sample	0
host	PRJNA201994	1	0.0	1	residual_per_sample	0
host	PRJNA201999	1	0.0	1	residual_per_sample	0
host	PRJNA202000	1	0.0	1	residual_per_sample	0
host	PRJNA202001	1	0.0	1	residual_per_sample	0
host	PRJNA202002	1	0.0	1	residual_per_sample	0
host	PRJNA202005	1	0.0	1	residual_per_sample	0
host	PRJNA202006	1	0.0	1	residual_per_sample	0
host	PRJNA202008	1	0.0	1	residual_per_sample	0
host	PRJNA202009	1	0.0	1	residual_per_sample	0
host	PRJNA202012	1	0.0	1	residual_per_sample	0
host	PRJNA202013	1	0.0	1	residual_per_sample	0
host	PRJNA202014	1	0.0	1	residual_per_sample	0
host	PRJNA202015	1	0.0	1	residual_per_sample	0
host	PRJNA202016	1	0.0	1	residual_per_sample	0
host	PRJNA202017	1	0.0	1	residual_per_sample	0
host	PRJNA202018	1	0.0	1	residual_per_sample	0
host	PRJNA202020	1	0.0	1	residual_per_sample	0
host	PRJNA202023	1	0.0	1	residual_per_sample	0
host	PRJNA202024	1	0.0	1	residual_per_sample	0
host	PRJNA202025	1	0.0	1	residual_per_sample	0
host	PRJNA202026	1	0.0	1	residual_per_sample	0
host	PRJNA202032	1	0.0	1	residual_per_sample	0
host	PRJNA202033	1	0.0	1	residual_per_sample	0
host	PRJNA202034	1	0.0	1	residual_per_sample	0
host	PRJNA202035	1	0.0	1	residual_per_sample	0
host	PRJNA202036	1	0.0	1	residual_per_sample	0
host	PRJNA202042	1	0.0	1	residual_per_sample	0
host	PRJNA202043	1	0.0	1	residual_per_sample	0
host	PRJNA202045	1	0.0	1	residual_per_sample	0
host	PRJNA202046	1	0.0	1	residual_per_sample	0
host	PRJNA202048	1	0.0	1	residual_per_sample	0
host	PRJNA202052	1	0.0	1	residual_per_sample	0
host	PRJNA202053	1	0.0	1	residual_per_sample	0
host	PRJNA202895	1	0.0	1	residual_per_sample	0
host	PRJNA203445	1	0.0	1	residual_per_sample	0
host	PRJNA213341	1	0.0	1	residual_per_sample	0
host	PRJNA218110	1	0.0	1	residual_per_sample	0
host	PRJNA219247	1	0.0	1	residual_per_sample	0
host	PRJNA219248	1	0.0	1	residual_per_sample	0
host	PRJNA219252	1	0.0	1	residual_per_sample	0
host	PRJNA219253	1	0.0	1	residual_per_sample	0
host	PRJNA219254	1	0.0	1	residual_per_sample	0
host	PRJNA219255	1	0.0	1	residual_per_sample	0
host	PRJNA219259	1	0.0	1	residual_per_sample	0
host	PRJNA219260	1	0.0	1	residual_per_sample	0
host	PRJNA219261	1	0.0	1	residual_per_sample	0
host	PRJNA219262	1	0.0	1	residual_per_sample	0
host	PRJNA219265	1	0.0	1	residual_per_sample	0
host	PRJNA219266	1	0.0	1	residual_per_sample	0
host	PRJNA219267	1	0.0	1	residual_per_sample	0
host	PRJNA219268	1	0.0	1	residual_per_sample	0
host	PRJNA219269	1	0.0	1	residual_per_sample	0
host	PRJNA219270	1	0.0	1	residual_per_sample	0
host	PRJNA219271	1	0.0	1	residual_per_sample	0
host	PRJNA219272	1	0.0	1	residual_per_sample	0
host	PRJNA219275	1	0.0	1	residual_per_sample	0
host	PRJNA219276	1	0.0	1	residual_per_sample	0
host	PRJNA219277	1	0.0	1	residual_per_sample	0
host	PRJNA219278	1	0.0	1	residual_per_sample	0
host	PRJNA219283	1	0.0	1	residual_per_sample	0
host	PRJNA219284	1	0.0	1	residual_per_sample	0
host	PRJNA219287	1	0.0	1	residual_per_sample	0
host	PRJNA219289	1	0.0	1	residual_per_sample	0
host	PRJNA219292	1	0.0	1	residual_per_sample	0
host	PRJNA219293	1	0.0	1	residual_per_sample	0
host	PRJNA219294	1	0.0	1	residual_per_sample	0
host	PRJNA219295	1	0.0	1	residual_per_sample	0
host	PRJNA219296	1	0.0	1	residual_per_sample	0
host	PRJNA219297	1	0.0	1	residual_per_sample	0
host	PRJNA219298	1	0.0	1	residual_per_sample	0
host	PRJNA219299	1	0.0	1	residual_per_sample	0
host	PRJNA219300	1	0.0	1	residual_per_sample	0
host	PRJNA223655	1	0.0	1	residual_per_sample	0
host	PRJNA230968	2	0.0	2	residual_per_sample	0
host	PRJNA230969	2	0.0	2	residual_per_sample	0
host	PRJNA233696	1	0.0	1	residual_per_sample	0
host	PRJNA233724	1	0.0	1	residual_per_sample	0
host	PRJNA234107	1	0.0	1	residual_per_sample	0
host	PRJNA234108	1	0.0	1	residual_per_sample	0
host	PRJNA234109	1	0.0	1	residual_per_sample	0
host	PRJNA234110	1	0.0	1	residual_per_sample	0
host	PRJNA234111	1	0.0	1	residual_per_sample	0
host	PRJNA234112	1	0.0	1	residual_per_sample	0
host	PRJNA234113	1	0.0	1	residual_per_sample	0
host	PRJNA234114	1	0.0	1	residual_per_sample	0
host	PRJNA234115	1	0.0	1	residual_per_sample	0
host	PRJNA234116	1	0.0	1	residual_per_sample	0
host	PRJNA234117,PRJNA201967	1	0.0	1	residual_per_sample	0
host	PRJNA234118	1	0.0	1	residual_per_sample	0
host	PRJNA234119	1	0.0	1	residual_per_sample	0
host	PRJNA234120	1	0.0	1	residual_per_sample	0
host	PRJNA234122	1	0.0	1	residual_per_sample	0
host	PRJNA234123	1	0.0	1	residual_per_sample	0
host	PRJNA234128	1	0.0	1	residual_per_sample	0
host	PRJNA234129	1	0.0	1	residual_per_sample	0
host	PRJNA234132	1	0.0	1	residual_per_sample	0
host	PRJNA234134	1	0.0	1	residual_per_sample	0
host	PRJNA234135	1	0.0	1	residual_per_sample	0
host	PRJNA234136	1	0.0	1	residual_per_sample	0
host	PRJNA234137	1	0.0	1	residual_per_sample	0
host	PRJNA234140	1	0.0	1	residual_per_sample	0
host	PRJNA234141	1	0.0	1	residual_per_sample	0
host	PRJNA234142	1	0.0	1	residual_per_sample	0
host	PRJNA234143	1	0.0	1	residual_per_sample	0
host	PRJNA234144	1	0.0	1	residual_per_sample	0
host	PRJNA234148	1	0.0	1	residual_per_sample	0
host	PRJNA234149	1	0.0	1	residual_per_sample	0
host	PRJNA234157	1	0.0	1	residual_per_sample	0
host	PRJNA234168	1	0.0	1	residual_per_sample	0
host	PRJNA234169	1	0.0	1	residual_per_sample	0
host	PRJNA234170	1	0.0	1	residual_per_sample	0
host	PRJNA234171	1	0.0	1	residual_per_sample	0
host	PRJNA234172	1	0.0	1	residual_per_sample	0
host	PRJNA234173	1	0.0	1	residual_per_sample	0
host	PRJNA234174	1	0.0	1	residual_per_sample	0
host	PRJNA234175	1	0.0	1	residual_per_sample	0
host	PRJNA234176	1	0.0	1	residual_per_sample	0
host	PRJNA234177	1	0.0	1	residual_per_sample	0
host	PRJNA234178	1	0.0	1	residual_per_sample	0
host	PRJNA234179	1	0.0	1	residual_per_sample	0
host	PRJNA234180	1	0.0	1	residual_per_sample	0
