study_accession	has_paper	date_gap	source_gap	gap_samples	ena_taxon_samples	fulltext_status	best_url	doi	pmid	pmcid	paper_link	title	save_as
PRJNA187282	False	0	0	0	1	none							PRJNA187282.pdf
PRJNA187281	False	0	0	0	1	none							PRJNA187281.pdf
PRJNA1072026	False	0	0	0	1	none							PRJNA1072026.pdf
PRJNA966930	False	0	0	0	1	none							PRJNA966930.pdf
PRJNA704902	False	0	0	0	1	none							PRJNA704902.pdf
PRJNA971580	False	0	0	0	1	none							PRJNA971580.pdf
PRJNA1088746	False	0	0	0	1	none							PRJNA1088746.pdf
PRJNA714645	False	0	0	0	1	none							PRJNA714645.pdf
PRJNA736853	False	0	0	0	1	none							PRJNA736853.pdf
PRJNA1088653	False	0	0	0	1	none							PRJNA1088653.pdf
PRJNA721588	False	0	0	0	1	none							PRJNA721588.pdf
PRJEB32402	False	0	0	0	1	none							PRJEB32402.pdf
PRJDB2238	False	0	0	0	1	none							PRJDB2238.pdf
PRJNA726340	False	0	0	0	1	none							PRJNA726340.pdf
PRJNA728250	False	0	0	0	1	none							PRJNA728250.pdf
PRJNA719009	False	0	0	0	1	none							PRJNA719009.pdf
PRJNA1066419	False	0	0	0	1	none							PRJNA1066419.pdf
PRJNA187280	False	0	0	0	1	none							PRJNA187280.pdf
PRJNA187279	False	0	0	0	1	none							PRJNA187279.pdf
PRJNA641176	False	0	0	0	1	none							PRJNA641176.pdf
PRJNA187286	False	0	0	0	1	none							PRJNA187286.pdf
PRJNA642369	False	0	0	0	1	none							PRJNA642369.pdf
PRJNA660495	False	0	0	0	1	none							PRJNA660495.pdf
PRJNA681360	False	0	0	0	1	none							PRJNA681360.pdf
PRJEB29743	False	0	0	0	1	none							PRJEB29743.pdf
PRJDB2655	False	0	0	0	1	none							PRJDB2655.pdf
PRJNA981489	False	0	0	0	1	none							PRJNA981489.pdf
PRJNA688543	False	0	0	0	1	none							PRJNA688543.pdf
PRJNA690982	False	0	0	0	1	none							PRJNA690982.pdf
PRJNA1122522	False	0	0	0	1	none							PRJNA1122522.pdf
PRJNA641130	False	0	0	0	1	none							PRJNA641130.pdf
PRJNA183930	False	0	0	0	1	none							PRJNA183930.pdf
PRJNA187284	False	0	0	0	1	none							PRJNA187284.pdf
PRJEB28252	False	0	0	0	1	none							PRJEB28252.pdf
PRJNA655785	False	0	0	0	1	none							PRJNA655785.pdf
PRJNA181052	False	0	0	0	1	none							PRJNA181052.pdf
PRJNA986296	False	0	0	0	1	none							PRJNA986296.pdf
PRJNA181051	False	0	0	0	1	none							PRJNA181051.pdf
PRJNA181050	False	0	0	0	1	none							PRJNA181050.pdf
PRJDB5295	False	0	0	0	1	none							PRJDB5295.pdf
PRJNA187283	False	0	0	0	1	none							PRJNA187283.pdf
PRJNA660205	False	0	0	0	1	none							PRJNA660205.pdf
PRJNA187290	False	0	0	0	1	none							PRJNA187290.pdf
PRJEB27400	False	0	0	0	1	none							PRJEB27400.pdf
PRJNA637815	False	0	0	0	1	none							PRJNA637815.pdf
PRJNA187289	False	0	0	0	1	none							PRJNA187289.pdf
PRJNA187288	False	0	0	0	1	none							PRJNA187288.pdf
PRJNA886974	False	0	0	0	1	none							PRJNA886974.pdf
PRJNA885384	False	0	0	0	1	none							PRJNA885384.pdf
PRJNA265263	False	0	0	0	1	none							PRJNA265263.pdf
PRJNA265256	False	0	0	0	1	none							PRJNA265256.pdf
PRJNA265275	False	0	0	0	1	none							PRJNA265275.pdf
PRJNA265258	False	0	0	0	1	none							PRJNA265258.pdf
PRJNA265259	False	0	0	0	1	none							PRJNA265259.pdf
PRJNA265260	False	0	0	0	1	none							PRJNA265260.pdf
PRJNA265261	False	0	0	0	1	none							PRJNA265261.pdf
PRJNA265262	False	0	0	0	1	none							PRJNA265262.pdf
PRJNA265264	False	0	0	0	1	none							PRJNA265264.pdf
PRJNA265265	False	0	0	0	1	none							PRJNA265265.pdf
PRJNA265266	False	0	0	0	1	none							PRJNA265266.pdf
PRJNA265267	False	0	0	0	1	none							PRJNA265267.pdf
PRJNA234119	False	0	0	0	1	none							PRJNA234119.pdf
PRJNA265269	False	0	0	0	1	none							PRJNA265269.pdf
PRJNA265270	False	0	0	0	1	none							PRJNA265270.pdf
PRJNA265347	False	0	0	0	1	none							PRJNA265347.pdf
PRJNA234118	False	0	0	0	1	none							PRJNA234118.pdf
PRJNA269826	False	0	0	0	1	none							PRJNA269826.pdf
PRJNA219297	False	0	0	0	1	none							PRJNA219297.pdf
PRJNA219298	False	0	0	0	1	none							PRJNA219298.pdf
PRJNA279669	False	0	0	0	1	none							PRJNA279669.pdf
PRJNA234114	False	0	0	0	1	none							PRJNA234114.pdf
PRJNA234113	False	0	0	0	1	none							PRJNA234113.pdf
PRJNA234112	False	0	0	0	1	none							PRJNA234112.pdf
PRJNA234111	False	0	0	0	1	none							PRJNA234111.pdf
PRJNA292403	False	0	0	0	1	none							PRJNA292403.pdf
PRJNA234110	False	0	0	0	1	none							PRJNA234110.pdf
PRJNA234109	False	0	0	0	1	none							PRJNA234109.pdf
PRJNA234107	False	0	0	0	1	none							PRJNA234107.pdf
PRJNA279650	False	0	0	0	1	none							PRJNA279650.pdf
PRJNA233724	False	0	0	0	1	none							PRJNA233724.pdf
PRJNA296147	False	0	0	0	1	none							PRJNA296147.pdf
PRJNA233696	False	0	0	0	1	none							PRJNA233696.pdf
PRJNA223655	False	0	0	0	1	none							PRJNA223655.pdf
PRJNA219300	False	0	0	0	1	none							PRJNA219300.pdf
PRJNA219299	False	0	0	0	1	none							PRJNA219299.pdf
PRJNA303003	False	0	0	0	1	none							PRJNA303003.pdf
PRJNA269833	False	0	0	0	1	none							PRJNA269833.pdf
PRJNA269877	False	0	0	0	1	none							PRJNA269877.pdf
PRJNA269879	False	0	0	0	1	none							PRJNA269879.pdf
PRJNA219259	False	0	0	0	1	none							PRJNA219259.pdf
PRJNA219255	False	0	0	0	1	none							PRJNA219255.pdf
PRJNA219254	False	0	0	0	1	none							PRJNA219254.pdf
PRJNA219253	False	0	0	0	1	none							PRJNA219253.pdf
PRJNA219252	False	0	0	0	1	none							PRJNA219252.pdf
PRJNA391510	False	0	0	0	1	none							PRJNA391510.pdf
PRJNA391952	False	0	0	0	1	none							PRJNA391952.pdf
PRJNA219248	False	0	0	0	1	none							PRJNA219248.pdf
PRJNA393050	False	0	0	0	1	none							PRJNA393050.pdf
PRJNA219247	False	0	0	0	1	none							PRJNA219247.pdf
PRJNA213341	False	0	0	0	1	none							PRJNA213341.pdf
PRJNA219269	False	0	0	0	1	none							PRJNA219269.pdf
PRJNA353361	False	0	0	0	1	none							PRJNA353361.pdf
PRJNA219270	False	0	0	0	1	none							PRJNA219270.pdf
PRJNA219271	False	0	0	0	1	none							PRJNA219271.pdf
PRJNA219295	False	0	0	0	1	none							PRJNA219295.pdf
PRJNA219294	False	0	0	0	1	none							PRJNA219294.pdf
PRJNA219260	False	0	0	0	1	none							PRJNA219260.pdf
PRJNA376447	False	0	0	0	1	none							PRJNA376447.pdf
PRJNA269915	False	0	0	0	1	none							PRJNA269915.pdf
PRJNA219261	False	0	0	0	1	none							PRJNA219261.pdf
PRJNA234117,PRJNA201967	False	0	0	0	1	none							PRJNA234117,PRJNA201967.pdf
PRJNA272089	False	0	0	0	1	none							PRJNA272089.pdf
PRJNA275974	False	0	0	0	1	none							PRJNA275974.pdf
PRJNA234116	False	0	0	0	1	none							PRJNA234116.pdf
PRJNA234115	False	0	0	0	1	none							PRJNA234115.pdf
PRJNA219296	False	0	0	0	1	none							PRJNA219296.pdf
PRJNA219268	False	0	0	0	1	none							PRJNA219268.pdf
PRJNA219267	False	0	0	0	1	none							PRJNA219267.pdf
PRJNA356818	False	0	0	0	1	none							PRJNA356818.pdf
PRJNA357339	False	0	0	0	1	none							PRJNA357339.pdf
PRJNA357350	False	0	0	0	1	none							PRJNA357350.pdf
PRJNA357543	False	0	0	0	1	none							PRJNA357543.pdf
PRJNA219266	False	0	0	0	1	none							PRJNA219266.pdf
PRJNA360179	False	0	0	0	1	none							PRJNA360179.pdf
PRJNA219265	False	0	0	0	1	none							PRJNA219265.pdf
PRJNA219262	False	0	0	0	1	none							PRJNA219262.pdf
PRJNA279657	False	0	0	0	1	none							PRJNA279657.pdf
PRJNA234108	False	0	0	0	1	none							PRJNA234108.pdf
PRJNA740140	False	0	0	0	1	none							PRJNA740140.pdf
PRJNA754832	False	0	0	0	1	none							PRJNA754832.pdf
PRJNA756309	False	0	0	0	1	none							PRJNA756309.pdf
PRJNA756469	False	0	0	0	1	none							PRJNA756469.pdf
PRJNA757181	False	0	0	0	1	none							PRJNA757181.pdf
PRJNA754801	False	0	0	0	1	none							PRJNA754801.pdf
PRJNA754800	False	0	0	0	1	none							PRJNA754800.pdf
PRJDB10890	False	0	0	0	1	none							PRJDB10890.pdf
PRJNA739732	False	0	0	0	1	none							PRJNA739732.pdf
PRJNA1029537	False	0	0	0	1	none							PRJNA1029537.pdf
PRJNA187292	False	0	0	0	1	none							PRJNA187292.pdf
PRJEB34174	False	0	0	0	1	none							PRJEB34174.pdf
PRJEB34232	False	0	0	0	1	none							PRJEB34232.pdf
PRJNA939354	False	0	0	0	1	none							PRJNA939354.pdf
PRJNA947381	False	0	0	0	1	none							PRJNA947381.pdf
PRJNA946148	False	0	0	0	1	none							PRJNA946148.pdf
PRJNA746609	False	0	0	0	1	none							PRJNA746609.pdf
PRJEB35084	False	0	0	0	1	none							PRJEB35084.pdf
PRJNA754831	False	0	0	0	1	none							PRJNA754831.pdf
PRJNA754827	False	0	0	0	1	none							PRJNA754827.pdf
PRJDB11476	False	0	0	0	1	none							PRJDB11476.pdf
PRJNA839526	False	0	0	0	1	none							PRJNA839526.pdf
PRJNA791700	False	0	0	0	1	none							PRJNA791700.pdf
PRJEB38602	False	0	0	0	1	none							PRJEB38602.pdf
PRJNA754802	False	0	0	0	1	none							PRJNA754802.pdf
PRJNA754804	False	0	0	0	1	none							PRJNA754804.pdf
PRJNA754806	False	0	0	0	1	none							PRJNA754806.pdf
PRJNA754809	False	0	0	0	1	none							PRJNA754809.pdf
PRJNA754810	False	0	0	0	1	none							PRJNA754810.pdf
PRJNA754811	False	0	0	0	1	none							PRJNA754811.pdf
PRJNA754812	False	0	0	0	1	none							PRJNA754812.pdf
PRJNA754813	False	0	0	0	1	none							PRJNA754813.pdf
PRJNA754819	False	0	0	0	1	none							PRJNA754819.pdf
PRJNA870312	False	0	0	0	1	none							PRJNA870312.pdf
PRJNA754824	False	0	0	0	1	none							PRJNA754824.pdf
PRJNA1021554	False	0	0	0	1	none							PRJNA1021554.pdf
PRJNA1021015	False	0	0	0	1	none							PRJNA1021015.pdf
PRJNA774259	False	0	0	0	1	none							PRJNA774259.pdf
PRJEB9644	False	0	0	0	1	none							PRJEB9644.pdf
PRJNA930879	False	0	0	0	1	none							PRJNA930879.pdf
PRJNA760944	False	0	0	0	1	none							PRJNA760944.pdf
PRJNA761099	False	0	0	0	1	none							PRJNA761099.pdf
PRJNA763348	False	0	0	0	1	none							PRJNA763348.pdf
PRJDB11111	False	0	0	0	1	none							PRJDB11111.pdf
PRJDB2133	False	0	0	0	1	none							PRJDB2133.pdf
PRJEB36000	False	0	0	0	1	none							PRJEB36000.pdf
PRJDB1836	False	0	0	0	1	none							PRJDB1836.pdf
PRJEB9173	False	0	0	0	1	none							PRJEB9173.pdf
PRJEB8768	False	0	0	0	1	none							PRJEB8768.pdf
PRJNA773853	False	0	0	0	1	none							PRJNA773853.pdf
PRJNA234134	False	0	0	0	1	none							PRJNA234134.pdf
PRJNA750627	False	0	0	0	1	none							PRJNA750627.pdf
PRJEB74142	False	0	0	0	1	none							PRJEB74142.pdf
PRJNA931810	False	0	0	0	1	none							PRJNA931810.pdf
PRJDB2159	False	0	0	0	1	none							PRJDB2159.pdf
PRJEB8303	False	0	0	0	1	none							PRJEB8303.pdf
PRJNA78565	False	0	0	0	1	none							PRJNA78565.pdf
PRJNA78567	False	0	0	0	1	none							PRJNA78567.pdf
PRJDB17100	False	0	0	0	1	none							PRJDB17100.pdf
PRJNA787392	False	0	0	0	1	none							PRJNA787392.pdf
PRJNA187291	False	0	0	0	1	none							PRJNA187291.pdf
PRJNA787923	False	0	0	0	1	none							PRJNA787923.pdf
PRJNA265268	False	0	0	0	1	none							PRJNA265268.pdf
