study_accession	field	fold	none_found	chosen_pmcid	fulltext_source	is_full_text	paper_resolved	paper_url	paper_title	manual_pdf_present	manual_pdf_readable	supp_present	gate_status	n_blank	per_sample_method	zero_reason	n_whole_field	n_per_sample	n_escalation	remaining_est	escalation_status	resolution_state	recoverability
PRJEB18733	isolation_source	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.cmi.2017.12.007	Identification of a KPC-9-producing Klebsiella pneumoniae ST	True	True	False	residual_per_sample	16	NO_PMCID	NO_PMCID	0	0	0	16	not_generated	EXHAUSTED	NO_PMCID
PRJEB18733	host	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.cmi.2017.12.007	Identification of a KPC-9-producing Klebsiella pneumoniae ST	True	True	False	covered	16	NO_PMCID		16	0	0	16	not_generated	FILLED	whole_field
PRJEB19777	country	tail10_24	False	PMC5487458	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2017.01143	Insights into a Novel <i>bla</i><sub>KPC-2</sub><b>-</b>Enco	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB19777	collection_date	tail10_24	False	PMC5487458	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2017.01143	Insights into a Novel <i>bla</i><sub>KPC-2</sub><b>-</b>Enco	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB19777	isolation_source	tail10_24	False	PMC5487458	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2017.01143	Insights into a Novel <i>bla</i><sub>KPC-2</sub><b>-</b>Enco	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB19777	host	tail10_24	False	PMC5487458	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2017.01143	Insights into a Novel <i>bla</i><sub>KPC-2</sub><b>-</b>Enco	False	False	False	covered	10	direct		0	10	0	0	not_generated	FILLED	whole_field
PRJEB20357	country	tail10_24	False	PMC9155631	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkac071	Bacterial genotypic and patient risk factors for adverse out	False	False	False	covered	23	abstained		23	0	0	23	not_generated	FILLED	whole_field
PRJEB20357	collection_date	tail10_24	False	PMC9155631	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkac071	Bacterial genotypic and patient risk factors for adverse out	False	False	False	covered	23	abstained		23	0	0	23	not_generated	FILLED	whole_field
PRJEB20357	isolation_source	tail10_24	False	PMC9155631	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkac071	Bacterial genotypic and patient risk factors for adverse out	False	False	False	residual_per_sample	23	abstained		0	0	0	23	not_generated	BLOCKED	needs_linkage
PRJEB20357	host	tail10_24	False	PMC9155631	europepmc_fulltext	True	True	https://doi.org/10.1093/jac/dkac071	Bacterial genotypic and patient risk factors for adverse out	False	False	False	covered	23	abstained		23	0	0	23	not_generated	FILLED	whole_field
PRJEB22139	country	tail10_24	False	PMC5540593	europepmc_fulltext	True	True	https://doi.org/10.1186/s12864-017-3955-4	Comparative genomic and phylogenomic analyses of the Bifidob	False	False	False	residual_per_sample	12	abstained		0	0	0	12	not_generated	BLOCKED	needs_linkage
PRJEB22139	collection_date	tail10_24	False	PMC5540593	europepmc_fulltext	True	True	https://doi.org/10.1186/s12864-017-3955-4	Comparative genomic and phylogenomic analyses of the Bifidob	False	False	False	residual_per_sample	12	abstained		0	0	0	12	not_generated	BLOCKED	needs_linkage
PRJEB22139	isolation_source	tail10_24	False	PMC5540593	europepmc_fulltext	True	True	https://doi.org/10.1186/s12864-017-3955-4	Comparative genomic and phylogenomic analyses of the Bifidob	False	False	False	residual_per_sample	12	abstained		0	0	0	12	not_generated	BLOCKED	needs_linkage
PRJEB22139	host	tail10_24	False	PMC5540593	europepmc_fulltext	True	True	https://doi.org/10.1186/s12864-017-3955-4	Comparative genomic and phylogenomic analyses of the Bifidob	False	False	False	residual_per_sample	12	abstained		0	0	0	12	not_generated	BLOCKED	needs_linkage
PRJEB23845	country	tail10_24	False	PMC6785715	europepmc_fulltext	True	True	https://doi.org/10.1038/s41587-018-0009-7	A human gut bacterial genome and culture collection for impr	False	False	False	residual_per_sample	15	abstained	abstained_other	0	0	0	15	not_generated	EXHAUSTED	abstained_other
PRJEB23845	collection_date	tail10_24	False	PMC6785715	europepmc_fulltext	True	True	https://doi.org/10.1038/s41587-018-0009-7	A human gut bacterial genome and culture collection for impr	False	False	False	residual_per_sample	15	abstained	abstained_other	0	0	0	15	not_generated	EXHAUSTED	abstained_other
PRJEB23845	isolation_source	tail10_24	False	PMC6785715	europepmc_fulltext	True	True	https://doi.org/10.1038/s41587-018-0009-7	A human gut bacterial genome and culture collection for impr	False	False	False	covered	15	abstained		15	0	0	15	not_generated	FILLED	whole_field
PRJEB23845	host	tail10_24	False	PMC6785715	europepmc_fulltext	True	True	https://doi.org/10.1038/s41587-018-0009-7	A human gut bacterial genome and culture collection for impr	False	False	False	covered	15	abstained		15	0	0	15	not_generated	FILLED	whole_field
PRJEB2399	country	tail10_24	False	PMC3410874	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.ppat.1002824	Routine use of microbial whole genome sequencing in diagnost	False	False	False	covered	12	abstained		12	0	0	12	not_generated	FILLED	whole_field
PRJEB2399	collection_date	tail10_24	False	PMC3410874	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.ppat.1002824	Routine use of microbial whole genome sequencing in diagnost	False	False	False	residual_per_sample	12	abstained	no_supp	0	0	0	12	not_generated	EXHAUSTED	no_supp
PRJEB2399	isolation_source	tail10_24	False	PMC3410874	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.ppat.1002824	Routine use of microbial whole genome sequencing in diagnost	False	False	False	residual_per_sample	12	abstained	no_supp	0	0	0	12	not_generated	EXHAUSTED	no_supp
PRJEB2399	host	tail10_24	False	PMC3410874	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.ppat.1002824	Routine use of microbial whole genome sequencing in diagnost	False	False	False	covered	12	abstained		12	0	0	12	not_generated	FILLED	whole_field
PRJEB24612	country	tail10_24	True		none	False	False			False	False	False	residual_per_sample	21	NO_PMCID	NO_PMCID	0	0	0	21	not_generated	EXHAUSTED	no_paper_findable
PRJEB24612	collection_date	tail10_24	True		none	False	False			False	False	False	residual_per_sample	21	NO_PMCID	NO_PMCID	0	0	0	21	not_generated	EXHAUSTED	no_paper_findable
PRJEB24612	isolation_source	tail10_24	True		none	False	False			False	False	False	residual_per_sample	21	NO_PMCID	NO_PMCID	0	0	0	21	not_generated	EXHAUSTED	no_paper_findable
PRJEB24612	host	tail10_24	True		none	False	False			False	False	False	residual_per_sample	21	NO_PMCID	NO_PMCID	0	0	0	21	not_generated	EXHAUSTED	no_paper_findable
PRJEB24641	country	tail10_24	False		europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofx162.104	Prospective Surveillance and Rapid Whole-Genome Sequencing D	False	False	False	covered	10	abstained		10	0	0	10	not_generated	FILLED	whole_field
PRJEB24641	collection_date	tail10_24	False		europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofx162.104	Prospective Surveillance and Rapid Whole-Genome Sequencing D	False	False	False	residual_per_sample	10	abstained	no_supp	0	0	0	10	not_generated	EXHAUSTED	no_supp
PRJEB24641	isolation_source	tail10_24	False		europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofx162.104	Prospective Surveillance and Rapid Whole-Genome Sequencing D	False	False	False	residual_per_sample	10	abstained	no_supp	0	0	0	10	not_generated	EXHAUSTED	no_supp
PRJEB24641	host	tail10_24	False		europepmc_fulltext	True	True	https://doi.org/10.1093/ofid/ofx162.104	Prospective Surveillance and Rapid Whole-Genome Sequencing D	False	False	False	covered	10	abstained		10	0	0	10	not_generated	FILLED	whole_field
PRJEB25682	country	tail10_24	True		none	False	False			False	False	False	residual_per_sample	18	NO_PMCID	NO_PMCID	0	0	0	18	not_generated	EXHAUSTED	no_paper_findable
PRJEB25682	collection_date	tail10_24	True		none	False	False			False	False	False	residual_per_sample	18	NO_PMCID	NO_PMCID	0	0	0	18	not_generated	EXHAUSTED	no_paper_findable
PRJEB25682	isolation_source	tail10_24	True		none	False	False			False	False	False	residual_per_sample	18	NO_PMCID	NO_PMCID	0	0	0	18	not_generated	EXHAUSTED	no_paper_findable
PRJEB25682	host	tail10_24	True		none	False	False			False	False	False	residual_per_sample	18	NO_PMCID	NO_PMCID	0	0	0	18	not_generated	EXHAUSTED	no_paper_findable
PRJEB27344	country	tail10_24	False		local_pdf	True	True	https://doi.org/10.1093/jac/dky363	Selection of mutants with resistance or diminished susceptib	True	True	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJEB27344	collection_date	tail10_24	False		local_pdf	True	True	https://doi.org/10.1093/jac/dky363	Selection of mutants with resistance or diminished susceptib	True	True	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJEB27344	isolation_source	tail10_24	False		local_pdf	True	True	https://doi.org/10.1093/jac/dky363	Selection of mutants with resistance or diminished susceptib	True	True	False	residual_per_sample	12	NO_PMCID	NO_PMCID	0	0	0	12	not_generated	EXHAUSTED	NO_PMCID
PRJEB27344	host	tail10_24	False		local_pdf	True	True	https://doi.org/10.1093/jac/dky363	Selection of mutants with resistance or diminished susceptib	True	True	False	residual_per_sample	12	NO_PMCID	NO_PMCID	0	0	0	12	not_generated	EXHAUSTED	NO_PMCID
PRJEB27707	country	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.jgar.2019.09.007	High proportion of carbapenemase-producing Escherichia coli 	True	True	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJEB27707	collection_date	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.jgar.2019.09.007	High proportion of carbapenemase-producing Escherichia coli 	True	True	False	not_gated	0	NO_PMCID		0	0	0	0	not_generated	FILLED	not_gated
PRJEB27707	isolation_source	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.jgar.2019.09.007	High proportion of carbapenemase-producing Escherichia coli 	True	True	False	residual_per_sample	15	NO_PMCID	NO_PMCID	0	0	0	15	not_generated	EXHAUSTED	NO_PMCID
PRJEB27707	host	tail10_24	False		local_pdf	True	True	https://doi.org/10.1016/j.jgar.2019.09.007	High proportion of carbapenemase-producing Escherichia coli 	True	True	False	covered	15	NO_PMCID		15	0	0	15	not_generated	FILLED	whole_field
PRJEB29106	country	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB29106	collection_date	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB29106	isolation_source	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB29106	host	tail10_24	True		none	False	False			False	False	False	covered	13	NO_PMCID		13	0	0	13	not_generated	FILLED	whole_field
PRJEB30102	country	tail10_24	False	PMC6535532	abstract	False	False	https://doi.org/10.1128/aac.02529-18	Characterization of Carbapenemase-Producing Klebsiella oxyto	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB30102	collection_date	tail10_24	False	PMC6535532	abstract	False	False	https://doi.org/10.1128/aac.02529-18	Characterization of Carbapenemase-Producing Klebsiella oxyto	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB30102	isolation_source	tail10_24	False	PMC6535532	abstract	False	False	https://doi.org/10.1128/aac.02529-18	Characterization of Carbapenemase-Producing Klebsiella oxyto	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB30102	host	tail10_24	False	PMC6535532	abstract	False	False	https://doi.org/10.1128/aac.02529-18	Characterization of Carbapenemase-Producing Klebsiella oxyto	False	False	False	covered	12	abstained		12	0	0	12	not_generated	FILLED	whole_field
PRJEB30858	country	tail10_24	False	PMC7744980	europepmc_fulltext	True	True	https://doi.org/10.1093/cid/ciz1130	A Multispecies Cluster of GES-5 Carbapenemase-Producing Ente	False	False	False	covered	21	direct		21	0	0	21	not_generated	FILLED	whole_field
PRJEB30858	collection_date	tail10_24	False	PMC7744980	europepmc_fulltext	True	True	https://doi.org/10.1093/cid/ciz1130	A Multispecies Cluster of GES-5 Carbapenemase-Producing Ente	False	False	False	covered	21	direct		0	21	0	0	not_generated	FILLED	whole_field
PRJEB30858	isolation_source	tail10_24	False	PMC7744980	europepmc_fulltext	True	True	https://doi.org/10.1093/cid/ciz1130	A Multispecies Cluster of GES-5 Carbapenemase-Producing Ente	False	False	False	covered	21	direct		0	21	0	0	not_generated	FILLED	whole_field
PRJEB30858	host	tail10_24	False	PMC7744980	europepmc_fulltext	True	True	https://doi.org/10.1093/cid/ciz1130	A Multispecies Cluster of GES-5 Carbapenemase-Producing Ente	False	False	False	covered	21	direct		0	21	0	0	not_generated	FILLED	whole_field
PRJEB31347	country	tail10_24	False	PMC12607791	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.01428-25	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tra	False	False	False	covered	13	abstained		13	0	0	13	not_generated	FILLED	whole_field
PRJEB31347	collection_date	tail10_24	False	PMC12607791	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.01428-25	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tra	False	False	False	residual_per_sample	13	abstained		0	0	0	13	not_generated	BLOCKED	needs_linkage
PRJEB31347	isolation_source	tail10_24	False	PMC12607791	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.01428-25	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tra	False	False	False	residual_per_sample	13	abstained		0	0	0	13	not_generated	BLOCKED	needs_linkage
PRJEB31347	host	tail10_24	False	PMC12607791	europepmc_fulltext	True	True	https://doi.org/10.1128/mbio.01428-25	Zoonotic &lt;i&gt;Escherichia coli&lt;/i&gt; and urinary tra	False	False	False	residual_per_sample	13	abstained		0	0	0	13	not_generated	BLOCKED	needs_linkage
PRJEB3226	country	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB3226	collection_date	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB3226	isolation_source	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB3226	host	tail10_24	True		none	False	False			False	False	False	residual_per_sample	13	NO_PMCID	NO_PMCID	0	0	0	13	not_generated	EXHAUSTED	no_paper_findable
PRJEB33495	country	tail10_24	False	PMC6938319	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0226828	Decreasing prevalence of contamination with extended-spectru	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB33495	collection_date	tail10_24	False	PMC6938319	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0226828	Decreasing prevalence of contamination with extended-spectru	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB33495	isolation_source	tail10_24	False	PMC6938319	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0226828	Decreasing prevalence of contamination with extended-spectru	False	False	False	covered	11	abstained		11	0	0	11	not_generated	FILLED	whole_field
PRJEB33495	host	tail10_24	False	PMC6938319	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0226828	Decreasing prevalence of contamination with extended-spectru	False	False	False	covered	11	abstained		11	0	0	11	not_generated	FILLED	whole_field
PRJEB34353	country	tail10_24	False	PMC6929489	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02817	IS<i>26</i>-Mediated Transfer of <i>bla</i> <sub>NDM-1</sub>	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34353	collection_date	tail10_24	False	PMC6929489	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02817	IS<i>26</i>-Mediated Transfer of <i>bla</i> <sub>NDM-1</sub>	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34353	isolation_source	tail10_24	False	PMC6929489	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02817	IS<i>26</i>-Mediated Transfer of <i>bla</i> <sub>NDM-1</sub>	False	False	False	not_gated	0	direct		0	19	0	0	not_generated	FILLED	not_gated
PRJEB34353	host	tail10_24	False	PMC6929489	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2019.02817	IS<i>26</i>-Mediated Transfer of <i>bla</i> <sub>NDM-1</sub>	False	False	False	residual_per_sample	20	direct	field_not_in_table	0	0	0	20	not_generated	EXHAUSTED	field_not_in_table
PRJEB34549	country	tail10_24	False	PMC8044893	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.613529	Analysis of Selection Methods to Develop Novel Phage Therapy	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34549	collection_date	tail10_24	False	PMC8044893	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.613529	Analysis of Selection Methods to Develop Novel Phage Therapy	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34549	isolation_source	tail10_24	False	PMC8044893	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.613529	Analysis of Selection Methods to Develop Novel Phage Therapy	False	False	False	not_gated	0	abstained		0	0	0	0	not_generated	FILLED	not_gated
PRJEB34549	host	tail10_24	False	PMC8044893	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2021.613529	Analysis of Selection Methods to Develop Novel Phage Therapy	False	False	False	covered	20	abstained		20	0	0	20	not_generated	FILLED	whole_field
PRJEB35018	country	tail10_24	False	PMC7233586	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0233313	Within-patient plasmid dynamics in Klebsiella pneumoniae dur	False	False	False	covered	15	abstained		15	0	0	15	not_generated	FILLED	whole_field
PRJEB35018	collection_date	tail10_24	False	PMC7233586	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0233313	Within-patient plasmid dynamics in Klebsiella pneumoniae dur	False	False	False	covered	15	abstained		15	0	0	15	not_generated	FILLED	whole_field
PRJEB35018	isolation_source	tail10_24	False	PMC7233586	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0233313	Within-patient plasmid dynamics in Klebsiella pneumoniae dur	False	False	False	residual_per_sample	15	abstained		0	0	0	15	not_generated	BLOCKED	needs_linkage
PRJEB35018	host	tail10_24	False	PMC7233586	europepmc_fulltext	True	True	https://doi.org/10.1371/journal.pone.0233313	Within-patient plasmid dynamics in Klebsiella pneumoniae dur	False	False	False	covered	15	abstained		15	0	0	15	not_generated	FILLED	whole_field
PRJEB37551	country	tail10_24	False	PMC10140293	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2023.1158056	Detection of maternal transmission of resistant Gram-negativ	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
PRJEB37551	collection_date	tail10_24	False	PMC10140293	europepmc_fulltext	True	True	https://doi.org/10.3389/fmicb.2023.1158056	Detection of maternal transmission of resistant Gram-negativ	False	False	False	not_gated	0	direct		0	0	0	0	not_generated	FILLED	not_gated
